stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.114,"[-1.787, -0.441]",0.673,-2.775,0.008
norefined,c,-6.367,"[-10.072, -2.662]",3.705,-2.882,0.006
norefined,s,-3.076,"[-4.806, -1.345]",1.730,-2.981,0.004
norefined,k0,-0.115,"[-1.316, 1.087]",1.202,-0.160,0.874
norefined,k1,0.646,"[-0.086, 1.378]",0.732,1.481,0.145
norefined,k2,-0.898,"[-2.102, 0.306]",1.204,-1.251,0.217
norefined,k3,-0.569,"[-1.532, 0.394]",0.963,-0.991,0.327
norefined,k4,-0.441,"[-1.229, 0.346]",0.787,-0.940,0.352
norefined,k5,1.099,"[-0.236, 2.434]",1.335,1.381,0.174
refined,tt,-0.824,"[-1.09, -0.558]",0.266,-5.194,0.000
refined,c,-5.430,"[-6.983, -3.876]",1.554,-5.861,0.000
refined,s,-2.511,"[-3.267, -1.756]",0.756,-5.574,0.000
refined,k0,-0.040,"[-0.599, 0.518]",0.558,-0.122,0.904
refined,k1,-0.112,"[-0.453, 0.229]",0.341,-0.553,0.583
refined,k2,0.375,"[-0.178, 0.927]",0.553,1.137,0.261
refined,k3,-0.110,"[-0.529, 0.308]",0.419,-0.442,0.660
refined,k4,-0.118,"[-0.501, 0.265]",0.383,-0.517,0.608
refined,k5,0.028,"[-0.541, 0.597]",0.569,0.082,0.935
