stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,54.522,2.023,0.000,76,0,9,2367648075.294,284440051.232
refined,157.248,2.023,0.000,76,0,9,2367648075.294,107022753.986
