stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.537,-5.432,-4.192,-0.448,0.320,-1.810,-0.933,1.232,0.669,3650940162.682,-0.099
norefined,2,0.078,-5.482,-4.184,-0.540,0.272,-1.848,-1.004,1.109,0.601,1951624542.655,-0.014
norefined,3,-0.373,-5.540,-4.130,-0.615,0.206,-1.863,-1.075,0.970,0.523,1230115931.729,0.067
norefined,4,-0.836,-5.575,-4.047,-0.683,0.180,-1.823,-1.129,0.842,0.492,771697857.516,0.150
norefined,5,-1.197,-5.649,-3.884,-0.758,0.136,-1.704,-1.233,0.610,0.453,542538003.251,0.212
norefined,6,-1.435,-5.767,-3.654,-0.771,0.093,-1.498,-1.342,0.357,0.378,473213740.075,0.249
norefined,7,-0.988,-5.909,-3.594,-0.758,0.007,-1.405,-1.342,0.259,0.403,376011381.577,0.167
norefined,8,-1.354,-5.971,-3.375,-0.795,-0.016,-1.257,-1.383,0.080,0.324,337342476.724,0.227
norefined,9,-0.893,-6.098,-3.311,-0.791,-0.103,-1.202,-1.386,0.002,0.346,291671443.727,0.146
norefined,10,-1.351,-6.100,-3.171,-0.822,-0.081,-1.109,-1.353,-0.084,0.301,284440051.231,0.221
refined,11,-1.351,-6.100,-3.171,-0.822,-0.081,-1.109,-1.353,-0.084,0.301,284440051.231,0.221
refined,12,-0.207,-2.230,-1.213,0.298,0.012,0.146,0.415,-0.681,0.229,526146913.891,0.093
refined,13,-0.314,-2.093,-1.150,-0.246,0.044,0.012,0.023,-0.268,0.222,149061406.797,0.150
refined,14,-0.427,-2.761,-1.487,-0.307,0.071,-0.099,-0.019,-0.335,0.217,124356049.261,0.155
refined,15,-0.574,-3.616,-1.900,-0.264,0.015,-0.263,-0.030,-0.460,0.181,110695978.415,0.159
refined,16,-0.690,-4.237,-2.183,-0.195,-0.073,-0.379,-0.024,-0.518,0.176,107333070.839,0.163
refined,17,-0.734,-4.474,-2.282,-0.164,-0.106,-0.413,-0.019,-0.526,0.185,107034221.154,0.164
refined,18,-0.743,-4.522,-2.302,-0.158,-0.111,-0.419,-0.017,-0.527,0.189,107023037.849,0.164
refined,19,-0.744,-4.530,-2.305,-0.156,-0.112,-0.420,-0.017,-0.527,0.189,107022760.302,0.164
refined,20,-0.745,-4.531,-2.305,-0.156,-0.112,-0.420,-0.017,-0.527,0.189,107022753.985,0.164
