stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.537,-5.432,-4.192,-0.448,0.320,-1.810,-0.933,1.232,0.669,3700912574.623,-0.099
norefined,2,0.075,-5.480,-4.188,-0.543,0.276,-1.850,-0.998,1.115,0.602,2031705221.411,-0.014
norefined,3,-0.377,-5.539,-4.133,-0.621,0.212,-1.864,-1.062,0.980,0.523,1304609526.424,0.068
norefined,4,-0.840,-5.580,-4.044,-0.693,0.187,-1.825,-1.111,0.858,0.487,796108844.809,0.151
norefined,5,-1.233,-5.648,-3.882,-0.770,0.154,-1.723,-1.187,0.657,0.450,573290653.170,0.218
norefined,6,-1.456,-5.790,-3.634,-0.776,0.106,-1.509,-1.276,0.420,0.371,508780917.424,0.251
norefined,7,-1.006,-5.935,-3.583,-0.755,0.011,-1.414,-1.276,0.343,0.369,426609567.321,0.170
norefined,8,-1.355,-6.010,-3.351,-0.790,-0.017,-1.251,-1.307,0.169,0.277,379299653.763,0.225
norefined,9,-0.898,-6.139,-3.288,-0.773,-0.119,-1.176,-1.296,0.104,0.286,343636146.696,0.146
norefined,10,-1.359,-6.139,-3.160,-0.804,-0.101,-1.078,-1.253,0.033,0.229,333182023.642,0.221
refined,11,-1.359,-6.139,-3.160,-0.804,-0.101,-1.078,-1.253,0.033,0.229,333182023.642,0.221
refined,12,-0.146,-1.834,-1.022,0.414,-0.294,0.886,0.732,0.007,0.022,1987290120.998,0.079
refined,13,-0.221,-1.399,-0.708,-0.465,0.050,0.190,0.201,-0.024,-0.018,322881880.137,0.158
refined,14,-0.359,-2.390,-1.217,-0.552,0.143,0.224,0.174,-0.029,0.026,191653863.958,0.150
refined,15,-0.587,-3.887,-1.969,-0.568,0.187,0.199,0.212,-0.081,-0.004,143675802.982,0.151
refined,16,-0.837,-5.296,-2.693,-0.408,-0.054,0.152,0.276,-0.097,-0.001,127090675.599,0.158
refined,17,-0.967,-5.912,-3.038,-0.275,-0.259,0.194,0.307,-0.054,0.057,124085057.401,0.163
refined,18,-1.025,-6.197,-3.195,-0.229,-0.322,0.223,0.311,-0.035,0.087,123758784.415,0.165
refined,19,-1.042,-6.276,-3.241,-0.215,-0.346,0.237,0.310,-0.027,0.100,123722900.642,0.166
refined,20,-1.049,-6.307,-3.258,-0.211,-0.354,0.241,0.309,-0.025,0.104,123719018.614,0.166
