stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.359,"[-2.562, -0.156]",1.203,-2.254,0.027
norefined,c,-6.139,"[-11.4, -0.879]",5.260,-2.330,0.023
norefined,s,-3.160,"[-5.748, -0.571]",2.588,-2.437,0.017
norefined,k0,-0.804,"[-1.979, 0.372]",1.175,-1.365,0.177
norefined,k1,-0.101,"[-1.802, 1.6]",1.701,-0.118,0.906
norefined,k2,-1.078,"[-2.561, 0.406]",1.483,-1.450,0.152
norefined,k3,-1.253,"[-2.302, -0.204]",1.049,-2.384,0.020
norefined,k4,0.033,"[-1.192, 1.258]",1.225,0.054,0.957
norefined,k5,0.229,"[-0.996, 1.454]",1.225,0.373,0.710
refined,tt,-1.049,"[-1.466, -0.631]",0.417,-5.017,0.000
refined,c,-6.307,"[-8.803, -3.811]",2.496,-5.044,0.000
refined,s,-3.258,"[-4.525, -1.991]",1.267,-5.133,0.000
refined,k0,-0.211,"[-0.754, 0.333]",0.544,-0.773,0.442
refined,k1,-0.354,"[-0.96, 0.253]",0.606,-1.165,0.248
refined,k2,0.241,"[-0.415, 0.896]",0.655,0.733,0.466
refined,k3,0.309,"[-0.204, 0.823]",0.514,1.202,0.234
refined,k4,-0.025,"[-0.567, 0.518]",0.542,-0.090,0.928
refined,k5,0.104,"[-0.347, 0.556]",0.451,0.462,0.646
