stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.981,"[-1.477, -0.485]",0.496,-3.947,0.000
norefined,c,-5.250,"[-7.731, -2.769]",2.481,-4.223,0.000
norefined,s,-2.117,"[-3.22, -1.014]",1.103,-3.830,0.000
norefined,k0,-0.084,"[-0.86, 0.692]",0.776,-0.216,0.830
norefined,k1,0.050,"[-0.562, 0.662]",0.612,0.162,0.871
norefined,k2,-0.830,"[-1.443, -0.218]",0.612,-2.707,0.009
norefined,k3,-0.787,"[-1.396, -0.179]",0.609,-2.581,0.012
norefined,k4,0.239,"[-0.35, 0.829]",0.590,0.811,0.420
norefined,k5,-0.578,"[-1.307, 0.152]",0.729,-1.581,0.119
refined,tt,-0.950,"[-1.267, -0.633]",0.317,-5.979,0.000
refined,c,-5.206,"[-6.89, -3.522]",1.684,-6.171,0.000
refined,s,-2.765,"[-3.632, -1.898]",0.867,-6.369,0.000
refined,k0,-0.241,"[-0.778, 0.296]",0.537,-0.897,0.373
refined,k1,0.065,"[-0.342, 0.472]",0.407,0.318,0.751
refined,k2,-0.125,"[-0.436, 0.186]",0.311,-0.802,0.425
refined,k3,-0.137,"[-0.461, 0.186]",0.323,-0.847,0.400
refined,k4,0.087,"[-0.231, 0.404]",0.317,0.545,0.588
refined,k5,0.150,"[-0.188, 0.487]",0.337,0.886,0.379
