stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,94.917,2.023,0.000,76,0,9,3196683765.475,232485767.451
refined,208.368,2.023,0.000,76,0,9,3196683765.475,110269463.638
