stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.061,"[-1.532, -0.59]",0.471,-4.496,0.000
norefined,c,-5.275,"[-7.585, -2.965]",2.310,-4.558,0.000
norefined,s,-2.124,"[-3.114, -1.135]",0.990,-4.284,0.000
norefined,k0,-0.099,"[-0.822, 0.623]",0.723,-0.274,0.785
norefined,k1,0.035,"[-0.519, 0.59]",0.554,0.128,0.899
norefined,k2,-0.407,"[-0.894, 0.08]",0.487,-1.668,0.100
norefined,k3,-0.462,"[-0.937, 0.013]",0.475,-1.941,0.056
norefined,k4,0.296,"[-0.223, 0.816]",0.520,1.138,0.259
norefined,k5,-0.446,"[-1.052, 0.161]",0.607,-1.466,0.147
refined,tt,-0.996,"[-1.246, -0.747]",0.249,-7.972,0.000
refined,c,-5.869,"[-7.316, -4.423]",1.446,-8.100,0.000
refined,s,-2.709,"[-3.367, -2.051]",0.658,-8.217,0.000
refined,k0,-0.248,"[-0.663, 0.167]",0.415,-1.194,0.237
refined,k1,-0.173,"[-0.493, 0.146]",0.319,-1.083,0.282
refined,k2,0.338,"[0.096, 0.58]",0.242,2.785,0.007
refined,k3,0.122,"[-0.133, 0.376]",0.255,0.954,0.344
refined,k4,-0.033,"[-0.271, 0.205]",0.238,-0.279,0.781
refined,k5,0.122,"[-0.134, 0.377]",0.256,0.950,0.346
