stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.746,"[-1.576, 0.083]",0.829,-1.501,0.138
norefined,c,-7.089,"[-14.671, 0.492]",7.581,-1.560,0.124
norefined,s,-3.881,"[-8.397, 0.635]",4.516,-1.433,0.156
norefined,k0,0.327,"[-0.636, 1.29]",0.963,0.567,0.573
norefined,k1,0.354,"[-1.088, 1.796]",1.442,0.409,0.684
norefined,k2,0.880,"[-1.088, 2.848]",1.968,0.746,0.458
norefined,k3,0.375,"[-1.614, 2.364]",1.989,0.314,0.754
norefined,k4,0.888,"[-1.445, 3.221]",2.333,0.635,0.528
norefined,k5,-1.609,"[-4.478, 1.259]",2.868,-0.936,0.353
refined,tt,-0.775,"[-1.415, -0.135]",0.640,-2.020,0.047
refined,c,-4.887,"[-8.75, -1.023]",3.863,-2.110,0.039
refined,s,-2.511,"[-4.72, -0.303]",2.208,-1.896,0.062
refined,k0,-0.174,"[-0.725, 0.376]",0.551,-0.528,0.599
refined,k1,-0.440,"[-1.416, 0.536]",0.976,-0.752,0.455
refined,k2,0.686,"[-0.611, 1.982]",1.297,0.882,0.381
refined,k3,0.077,"[-1.096, 1.25]",1.173,0.109,0.913
refined,k4,0.290,"[-0.952, 1.533]",1.243,0.390,0.698
refined,k5,0.528,"[-0.526, 1.581]",1.053,0.836,0.406
