stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.466,"[-2.221, -0.711]",0.755,-3.876,0.000
norefined,c,-7.421,"[-11.321, -3.521]",3.900,-3.798,0.000
norefined,s,-3.254,"[-5.041, -1.466]",1.788,-3.633,0.001
norefined,k0,0.297,"[-0.231, 0.825]",0.528,1.122,0.266
norefined,k1,-0.871,"[-1.882, 0.139]",1.010,-1.722,0.090
norefined,k2,-0.004,"[-1.156, 1.147]",1.152,-0.008,0.994
norefined,k3,0.988,"[-0.016, 1.992]",1.004,1.964,0.054
norefined,k4,0.048,"[-0.972, 1.068]",1.020,0.094,0.925
norefined,k5,-0.199,"[-0.948, 0.549]",0.749,-0.531,0.597
refined,tt,-0.990,"[-1.335, -0.646]",0.344,-5.740,0.000
refined,c,-6.021,"[-7.982, -4.061]",1.960,-6.130,0.000
refined,s,-3.078,"[-4.126, -2.03]",1.048,-5.862,0.000
refined,k0,-0.100,"[-0.427, 0.227]",0.327,-0.610,0.544
refined,k1,0.479,"[0.022, 0.937]",0.458,2.090,0.040
refined,k2,0.150,"[-0.451, 0.751]",0.601,0.497,0.621
refined,k3,0.302,"[-0.161, 0.765]",0.463,1.303,0.197
refined,k4,-0.178,"[-0.71, 0.354]",0.532,-0.667,0.507
refined,k5,-0.183,"[-0.628, 0.263]",0.446,-0.818,0.416
