stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.286,"[-2.289, -0.282]",1.004,-2.557,0.013
norefined,c,-7.230,"[-13.074, -1.385]",5.845,-2.469,0.016
norefined,s,-4.094,"[-7.221, -0.967]",3.127,-2.613,0.011
norefined,k0,-0.267,"[-2.218, 1.683]",1.951,-0.274,0.785
norefined,k1,-0.683,"[-2.068, 0.702]",1.385,-0.984,0.329
norefined,k2,-1.157,"[-3.672, 1.359]",2.515,-0.918,0.362
norefined,k3,0.564,"[-1.474, 2.602]",2.038,0.552,0.583
norefined,k4,-0.547,"[-2.257, 1.164]",1.711,-0.638,0.526
norefined,k5,-0.745,"[-2.393, 0.904]",1.648,-0.902,0.370
refined,tt,-1.628,"[-2.927, -0.328]",1.300,-2.500,0.015
refined,c,-8.812,"[-16.046, -1.577]",7.234,-2.431,0.018
refined,s,-4.663,"[-8.732, -0.593]",4.070,-2.287,0.025
refined,k0,0.460,"[-1.362, 2.282]",1.822,0.504,0.616
refined,k1,-0.303,"[-1.825, 1.219]",1.522,-0.397,0.692
refined,k2,0.298,"[-1.732, 2.328]",2.030,0.293,0.770
refined,k3,-0.911,"[-3.183, 1.36]",2.272,-0.801,0.426
refined,k4,0.679,"[-1.09, 2.447]",1.769,0.766,0.447
refined,k5,-1.005,"[-2.893, 0.882]",1.888,-1.063,0.292
