stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.345,"[-2.282, -0.409]",0.936,-2.396,0.019
norefined,c,-7.908,"[-13.303, -2.513]",5.395,-2.445,0.017
norefined,s,-3.072,"[-5.13, -1.014]",2.058,-2.489,0.015
norefined,k0,-0.046,"[-1.05, 0.957]",1.004,-0.077,0.939
norefined,k1,-1.007,"[-2.027, 0.014]",1.020,-1.646,0.105
norefined,k2,0.646,"[-0.755, 2.046]",1.401,0.769,0.445
norefined,k3,-0.899,"[-1.83, 0.031]",0.931,-1.612,0.112
norefined,k4,1.149,"[0.015, 2.284]",1.135,1.689,0.096
norefined,k5,0.923,"[0.057, 1.789]",0.866,1.779,0.080
refined,tt,-0.793,"[-1.129, -0.457]",0.336,-3.938,0.000
refined,c,-5.422,"[-7.791, -3.054]",2.368,-3.819,0.000
refined,s,-2.265,"[-3.232, -1.298]",0.967,-3.907,0.000
refined,k0,-0.614,"[-1.213, -0.015]",0.599,-1.709,0.092
refined,k1,0.038,"[-0.472, 0.547]",0.510,0.123,0.903
refined,k2,0.128,"[-0.452, 0.708]",0.580,0.369,0.713
refined,k3,0.202,"[-0.287, 0.69]",0.489,0.688,0.494
refined,k4,0.224,"[-0.341, 0.789]",0.565,0.661,0.511
refined,k5,0.371,"[-0.08, 0.822]",0.451,1.372,0.175
