stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.258,"[-2.545, 0.029]",1.287,-1.631,0.108
norefined,c,-8.168,"[-16.442, 0.105]",8.274,-1.647,0.104
norefined,s,-2.825,"[-5.45, -0.199]",2.626,-1.794,0.077
norefined,k0,0.306,"[-1.182, 1.794]",1.488,0.343,0.733
norefined,k1,-1.293,"[-2.765, 0.179]",1.472,-1.465,0.148
norefined,k2,0.333,"[-1.601, 2.267]",1.934,0.287,0.775
norefined,k3,-0.524,"[-1.765, 0.717]",1.241,-0.704,0.484
norefined,k4,0.901,"[-0.974, 2.775]",1.874,0.801,0.426
norefined,k5,0.462,"[-0.623, 1.548]",1.085,0.711,0.480
refined,tt,-4.579,"[-12.654, 3.496]",8.075,-0.946,0.348
refined,c,-32.854,"[-89.984, 24.276]",57.130,-0.959,0.341
refined,s,-9.689,"[-25.813, 6.436]",16.125,-1.002,0.320
refined,k0,0.495,"[-2.635, 3.626]",3.130,0.264,0.793
refined,k1,-0.208,"[-3.969, 3.554]",3.761,-0.092,0.927
refined,k2,-1.909,"[-7.368, 3.549]",5.458,-0.583,0.562
refined,k3,3.543,"[-3.258, 10.344]",6.801,0.869,0.388
refined,k4,0.125,"[-3.024, 3.274]",3.149,0.066,0.948
refined,k5,-1.481,"[-5.422, 2.46]",3.941,-0.627,0.533
