stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,13.205,1.727,0.000,0,9,4263723514.829,1537134817.943,76
refined,16.207,1.727,0.000,0,9,4263723514.829,1342060135.049,76
