attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.787,"[-1.13, -0.444]",0.343,-4.158,0.002,87,0.250,5335072.573,0.053,-1.000,0.213,0,0,fn
c,-4.521,"[-6.851, -2.192]",2.329,-3.518,0.006,87,0.250,5335072.573,0.053,-6.000,1.479,0,0,fn
s,-2.387,"[-3.28, -1.494]",0.893,-4.846,0.001,87,0.250,5335072.573,0.053,-3.000,0.613,0,0,fn
k0,-0.616,"[-1.94, 0.707]",1.324,-0.844,0.418,87,0.250,5335072.573,0.053,0.000,-0.616,0,0,fp
k1,0.616,"[-0.231, 1.463]",0.847,1.317,0.217,87,0.250,5335072.573,0.053,0.000,0.616,0,0,fp
k2,-0.009,"[-0.868, 0.849]",0.858,-0.020,0.984,87,0.250,5335072.573,0.053,0.000,-0.009,0,0,fp
k3,0.073,"[-1.144, 1.29]",1.217,0.108,0.916,87,0.250,5335072.573,0.053,0.000,0.073,0,0,fp
k4,-0.921,"[-2.058, 0.217]",1.138,-1.467,0.173,87,0.250,5335072.573,0.053,0.000,-0.921,0,0,fp
k5,0.106,"[-0.473, 0.686]",0.579,0.332,0.746,87,0.250,5335072.573,0.053,0.000,0.106,0,0,fp
vot,0.174,,,,,87,0.250,5335072.573,0.053,0.167,0.007,0,0,fn
tt,-1.494,"[-2.414, -0.575]",0.919,-2.762,0.010,87,0.500,37580857.203,0.087,-1.000,-0.494,0,0,fn
c,-9.129,"[-14.498, -3.76]",5.369,-2.889,0.007,87,0.500,37580857.203,0.087,-6.000,-3.129,0,0,fn
s,-4.285,"[-7.138, -1.433]",2.853,-2.552,0.016,87,0.500,37580857.203,0.087,-3.000,-1.285,0,0,fn
k0,-0.192,"[-1.013, 0.628]",0.821,-0.398,0.693,87,0.500,37580857.203,0.087,0.000,-0.192,0,0,fp
k1,-0.286,"[-1.388, 0.815]",1.101,-0.441,0.662,87,0.500,37580857.203,0.087,0.000,-0.286,0,0,fp
k2,0.940,"[-0.151, 2.031]",1.091,1.464,0.154,87,0.500,37580857.203,0.087,0.000,0.940,0,0,fp
k3,-0.598,"[-1.575, 0.379]",0.977,-1.040,0.307,87,0.500,37580857.203,0.087,0.000,-0.598,0,0,fp
k4,0.398,"[-0.649, 1.446]",1.047,0.646,0.523,87,0.500,37580857.203,0.087,0.000,0.398,0,0,fp
k5,-0.017,"[-1.222, 1.188]",1.205,-0.024,0.981,87,0.500,37580857.203,0.087,0.000,-0.017,0,0,fp
vot,0.164,,,,,87,0.500,37580857.203,0.087,0.167,-0.003,0,0,fn
tt,-1.089,"[-1.462, -0.716]",0.373,-4.892,0.000,87,0.750,53666167.480,0.088,-1.000,-0.089,0,0,fn
c,-6.968,"[-9.384, -4.552]",2.416,-4.837,0.000,87,0.750,53666167.480,0.088,-6.000,-0.968,0,0,fn
s,-3.460,"[-4.847, -2.072]",1.387,-4.182,0.000,87,0.750,53666167.480,0.088,-3.000,-0.460,0,0,fn
k0,0.029,"[-0.429, 0.487]",0.458,0.107,0.915,87,0.750,53666167.480,0.088,0.000,0.029,0,0,fp
k1,-0.215,"[-0.741, 0.311]",0.526,-0.685,0.497,87,0.750,53666167.480,0.088,0.000,-0.215,0,0,fp
k2,0.139,"[-0.355, 0.633]",0.494,0.472,0.639,87,0.750,53666167.480,0.088,0.000,0.139,0,0,fp
k3,-0.066,"[-0.549, 0.416]",0.482,-0.230,0.819,87,0.750,53666167.480,0.088,0.000,-0.066,0,0,fp
k4,-0.020,"[-0.628, 0.587]",0.608,-0.056,0.955,87,0.750,53666167.480,0.088,0.000,-0.020,0,0,fp
k5,0.172,"[-0.383, 0.727]",0.555,0.520,0.605,87,0.750,53666167.480,0.088,0.000,0.172,0,0,fp
vot,0.156,,,,,87,0.750,53666167.480,0.088,0.167,-0.010,0,0,fn
