stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,24.760,1.727,0.000,0,9,2990766863.729,691342759.173,76
refined,32.159,1.727,0.000,0,9,2990766863.729,562195170.075,76
