stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.408,"[-2.408, -0.409]",0.999,-2.813,0.006
norefined,c,-5.908,"[-10.068, -1.749]",4.160,-2.835,0.006
norefined,s,-3.336,"[-5.696, -0.976]",2.360,-2.821,0.006
norefined,k0,0.172,"[-0.637, 0.981]",0.809,0.425,0.673
norefined,k1,-0.162,"[-1.361, 1.037]",1.199,-0.270,0.788
norefined,k2,-1.027,"[-1.858, -0.195]",0.831,-2.465,0.016
norefined,k3,0.503,"[-1.059, 2.064]",1.562,0.642,0.523
norefined,k4,-0.666,"[-1.561, 0.229]",0.895,-1.485,0.142
norefined,k5,0.224,"[-0.89, 1.339]",1.115,0.402,0.689
refined,tt,-1.425,"[-2.331, -0.519]",0.906,-3.139,0.003
refined,c,-7.888,"[-12.689, -3.087]",4.801,-3.280,0.002
refined,s,-4.075,"[-6.596, -1.555]",2.521,-3.227,0.002
refined,k0,0.067,"[-0.52, 0.654]",0.587,0.227,0.821
refined,k1,-0.094,"[-0.971, 0.783]",0.877,-0.215,0.831
refined,k2,-0.008,"[-0.651, 0.635]",0.643,-0.025,0.980
refined,k3,-0.185,"[-1.356, 0.987]",1.172,-0.315,0.754
refined,k4,-0.260,"[-0.799, 0.279]",0.539,-0.962,0.340
refined,k5,-0.332,"[-1.161, 0.497]",0.829,-0.799,0.427
