stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,24.516,1.727,0.000,0,9,3318218682.121,772902772.508,76
refined,39.507,1.727,0.000,0,9,3318218682.121,526126929.955,76
