stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.052,"[-1.721, -0.383]",0.669,-2.621,0.011
norefined,c,-4.829,"[-8.406, -1.253]",3.576,-2.252,0.028
norefined,s,-2.302,"[-3.808, -0.796]",1.506,-2.550,0.013
norefined,k0,0.659,"[0.029, 1.289]",0.630,1.744,0.086
norefined,k1,-0.365,"[-1.201, 0.471]",0.836,-0.728,0.469
norefined,k2,0.765,"[-0.195, 1.725]",0.960,1.329,0.188
norefined,k3,0.571,"[-0.291, 1.432]",0.861,1.105,0.273
norefined,k4,0.266,"[-0.571, 1.103]",0.837,0.530,0.598
norefined,k5,-0.937,"[-1.663, -0.212]",0.725,-2.155,0.035
refined,tt,-1.998,"[-2.913, -1.083]",0.915,-3.642,0.001
refined,c,-12.262,"[-17.89, -6.634]",5.628,-3.634,0.001
refined,s,-6.198,"[-8.988, -3.408]",2.790,-3.706,0.000
refined,k0,-0.185,"[-1.23, 0.859]",1.045,-0.296,0.768
refined,k1,-0.490,"[-1.62, 0.639]",1.130,-0.724,0.472
refined,k2,0.941,"[-0.126, 2.008]",1.067,1.472,0.146
refined,k3,-0.076,"[-1.078, 0.925]",1.002,-0.127,0.899
refined,k4,0.866,"[-0.454, 2.186]",1.320,1.095,0.278
refined,k5,-0.368,"[-1.078, 0.342]",0.710,-0.864,0.391
