stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,84.527,2.023,0.000,76,0,9,3075876301.986,248969894.658
refined,211.643,2.023,0.000,76,0,9,3075876301.986,104516010.126
