stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,29.032,1.727,0.000,0,9,3997583274.450,815864891.922,76
refined,47.785,1.727,0.000,0,9,3997583274.450,538839872.033,76
