attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.856,"[-3.257, -0.455]",1.401,-2.210,0.031,80,0.150,179054159.759,0.136,-1.000,-0.856,0,0,fn
c,-12.332,"[-21.655, -3.009]",9.323,-2.206,0.031,80,0.150,179054159.759,0.136,-6.000,-6.332,0,0,fn
s,-6.004,"[-10.667, -1.341]",4.663,-2.148,0.035,80,0.150,179054159.759,0.136,-3.000,-3.004,0,0,fn
k0,0.177,"[-0.997, 1.351]",1.174,0.252,0.802,80,0.150,179054159.759,0.136,0.000,0.177,0,0,fp
k1,0.823,"[-0.519, 2.164]",1.341,1.023,0.310,80,0.150,179054159.759,0.136,0.000,0.823,0,0,fp
k2,0.003,"[-0.681, 0.686]",0.684,0.006,0.995,80,0.150,179054159.759,0.136,0.000,0.003,0,0,fp
k3,0.989,"[-0.719, 2.698]",1.708,0.966,0.338,80,0.150,179054159.759,0.136,0.000,0.989,0,0,fp
k4,-1.217,"[-2.923, 0.488]",1.706,-1.190,0.238,80,0.150,179054159.759,0.136,0.000,-1.217,0,0,fp
k5,0.081,"[-2.19, 2.352]",2.271,0.059,0.953,80,0.150,179054159.759,0.136,0.000,0.081,0,0,fp
vot,0.151,,,,,80,0.150,179054159.759,0.136,0.167,-0.016,0,0,fn
tt,-0.964,"[-1.387, -0.541]",0.423,-3.799,0.000,80,0.200,337490021.555,0.181,-1.000,0.036,0,0,fn
c,-5.384,"[-8.047, -2.721]",2.663,-3.372,0.001,80,0.200,337490021.555,0.181,-6.000,0.616,0,0,fn
s,-2.804,"[-4.042, -1.565]",1.239,-3.775,0.000,80,0.200,337490021.555,0.181,-3.000,0.196,0,0,fn
k0,-0.177,"[-1.015, 0.66]",0.838,-0.353,0.725,80,0.200,337490021.555,0.181,0.000,-0.177,0,0,fp
k1,-0.580,"[-1.309, 0.15]",0.730,-1.325,0.190,80,0.200,337490021.555,0.181,0.000,-0.580,0,0,fp
k2,0.428,"[-0.307, 1.162]",0.734,0.971,0.335,80,0.200,337490021.555,0.181,0.000,0.428,0,0,fp
k3,0.113,"[-0.946, 1.173]",1.060,0.178,0.859,80,0.200,337490021.555,0.181,0.000,0.113,0,0,fp
k4,-0.239,"[-0.986, 0.509]",0.747,-0.533,0.596,80,0.200,337490021.555,0.181,0.000,-0.239,0,0,fp
k5,-0.083,"[-1.38, 1.214]",1.297,-0.107,0.915,80,0.200,337490021.555,0.181,0.000,-0.083,0,0,fp
vot,0.179,,,,,80,0.200,337490021.555,0.181,0.167,0.012,0,0,fn
tt,-4.891,"[-15.462, 5.679]",10.571,-0.772,0.443,80,0.250,538839872.034,0.250,-1.000,-3.891,1,0,fn
c,-44.950,"[-145.556, 55.657]",100.607,-0.745,0.459,80,0.250,538839872.034,0.250,-6.000,-38.950,1,0,fn
s,-19.244,"[-59.991, 21.503]",40.747,-0.788,0.434,80,0.250,538839872.034,0.250,-3.000,-16.244,1,0,fn
k0,-9.687,"[-31.681, 12.307]",21.994,-0.735,0.465,80,0.250,538839872.034,0.250,0.000,-9.687,0,0,fp
k1,-0.989,"[-4.18, 2.202]",3.191,-0.517,0.607,80,0.250,538839872.034,0.250,0.000,-0.989,0,0,fp
k2,1.413,"[-3.97, 6.796]",5.383,0.438,0.663,80,0.250,538839872.034,0.250,0.000,1.413,0,0,fp
k3,1.611,"[-5.629, 8.851]",7.240,0.371,0.712,80,0.250,538839872.034,0.250,0.000,1.611,0,0,fp
k4,13.150,"[-16.14, 42.441]",29.290,0.749,0.457,80,0.250,538839872.034,0.250,0.000,13.150,0,0,fp
k5,0.110,"[-4.704, 4.925]",4.814,0.038,0.970,80,0.250,538839872.034,0.250,0.000,0.110,0,0,fp
vot,0.109,,,,,80,0.250,538839872.034,0.250,0.167,-0.058,0,0,fn
