stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.879,"[-1.617, -0.141]",0.738,-2.377,0.020
norefined,c,-5.000,"[-9.164, -0.836]",4.164,-2.397,0.019
norefined,s,-2.983,"[-5.315, -0.652]",2.331,-2.554,0.013
norefined,k0,-0.578,"[-1.928, 0.772]",1.350,-0.854,0.396
norefined,k1,-0.275,"[-1.66, 1.109]",1.385,-0.397,0.693
norefined,k2,0.531,"[-1.3, 2.361]",1.831,0.578,0.565
norefined,k3,-0.887,"[-2.274, 0.5]",1.387,-1.276,0.206
norefined,k4,-1.140,"[-2.648, 0.368]",1.508,-1.509,0.136
norefined,k5,0.842,"[-0.583, 2.267]",1.425,1.180,0.242
refined,tt,-1.896,"[-3.87, 0.078]",1.974,-1.917,0.059
refined,c,-9.073,"[-17.511, -0.635]",8.438,-2.146,0.035
refined,s,-4.905,"[-9.764, -0.046]",4.859,-2.015,0.048
refined,k0,-0.933,"[-2.541, 0.676]",1.608,-1.158,0.251
refined,k1,-1.566,"[-4.341, 1.209]",2.775,-1.126,0.264
refined,k2,0.879,"[-1.097, 2.855]",1.976,0.888,0.378
refined,k3,0.201,"[-1.435, 1.836]",1.636,0.245,0.807
refined,k4,-1.241,"[-2.727, 0.244]",1.486,-1.668,0.100
refined,k5,0.380,"[-1.639, 2.4]",2.019,0.376,0.708
