attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.438,"[-2.035, -0.841]",0.597,-4.017,0.000,9.902,ngd,95,185337941.401,0.142,-1.000,-0.438,0,0,fn
c,-6.824,"[-9.706, -3.942]",2.882,-3.949,0.000,9.902,ngd,95,185337941.401,0.142,-6.000,-0.824,0,0,fn
s,-3.725,"[-5.251, -2.2]",1.526,-4.072,0.000,9.902,ngd,95,185337941.401,0.142,-3.000,-0.725,0,0,fn
k0,0.914,"[0.272, 1.556]",0.642,2.375,0.020,9.902,ngd,95,185337941.401,0.142,0.000,0.914,0,1,fp
k1,0.595,"[-0.451, 1.641]",1.046,0.948,0.346,9.902,ngd,95,185337941.401,0.142,0.000,0.595,0,0,fp
k2,-1.657,"[-2.751, -0.563]",1.094,-2.526,0.014,9.902,ngd,95,185337941.401,0.142,0.000,-1.657,0,1,fp
k3,-1.096,"[-1.98, -0.212]",0.884,-2.068,0.043,9.902,ngd,95,185337941.401,0.142,0.000,-1.096,0,1,fp
k4,0.743,"[0.141, 1.345]",0.602,2.059,0.043,9.902,ngd,95,185337941.401,0.142,0.000,0.743,0,1,fp
k5,-0.098,"[-0.638, 0.442]",0.540,-0.303,0.763,9.902,ngd,95,185337941.401,0.142,0.000,-0.098,0,0,fp
vot,0.211,,,,,9.902,ngd,95,185337941.401,0.142,0.167,0.044,0,0,fn
tt,-0.792,"[-1.018, -0.567]",0.226,-5.855,0.000,11.044,lm,95,115569345.974,0.112,-1.000,0.208,0,0,fn
c,-4.525,"[-5.892, -3.157]",1.367,-5.520,0.000,11.044,lm,95,115569345.974,0.112,-6.000,1.475,0,0,fn
s,-2.408,"[-3.071, -1.746]",0.663,-6.062,0.000,11.044,lm,95,115569345.974,0.112,-3.000,0.592,0,0,fn
k0,0.220,"[-0.078, 0.517]",0.297,1.231,0.223,11.044,lm,95,115569345.974,0.112,0.000,0.220,0,0,fp
k1,0.164,"[-0.333, 0.66]",0.497,0.549,0.585,11.044,lm,95,115569345.974,0.112,0.000,0.164,0,0,fp
k2,-0.246,"[-0.675, 0.182]",0.428,-0.959,0.341,11.044,lm,95,115569345.974,0.112,0.000,-0.246,0,0,fp
k3,-0.648,"[-1.094, -0.202]",0.446,-2.423,0.018,11.044,lm,95,115569345.974,0.112,0.000,-0.648,0,1,fp
k4,0.327,"[0.024, 0.629]",0.303,1.801,0.076,11.044,lm,95,115569345.974,0.112,0.000,0.327,0,1,fp
k5,-0.204,"[-0.513, 0.105]",0.309,-1.100,0.275,11.044,lm,95,115569345.974,0.112,0.000,-0.204,0,0,fp
vot,0.175,,,,,11.044,lm,95,115569345.974,0.112,0.167,0.008,0,0,fn
tt,-0.792,"[-1.018, -0.567]",0.226,-5.855,0.000,23.217,ngd+lm,95,115569345.978,0.112,-1.000,0.208,0,0,fn
c,-4.525,"[-5.892, -3.157]",1.367,-5.520,0.000,23.217,ngd+lm,95,115569345.978,0.112,-6.000,1.475,0,0,fn
s,-2.408,"[-3.071, -1.746]",0.663,-6.062,0.000,23.217,ngd+lm,95,115569345.978,0.112,-3.000,0.592,0,0,fn
k0,0.220,"[-0.078, 0.517]",0.297,1.231,0.223,23.217,ngd+lm,95,115569345.978,0.112,0.000,0.220,0,0,fp
k1,0.164,"[-0.333, 0.66]",0.497,0.549,0.585,23.217,ngd+lm,95,115569345.978,0.112,0.000,0.164,0,0,fp
k2,-0.246,"[-0.675, 0.182]",0.428,-0.959,0.341,23.217,ngd+lm,95,115569345.978,0.112,0.000,-0.246,0,0,fp
k3,-0.648,"[-1.094, -0.202]",0.446,-2.423,0.018,23.217,ngd+lm,95,115569345.978,0.112,0.000,-0.648,0,1,fp
k4,0.327,"[0.024, 0.629]",0.302,1.801,0.076,23.217,ngd+lm,95,115569345.978,0.112,0.000,0.327,0,1,fp
k5,-0.204,"[-0.513, 0.105]",0.309,-1.100,0.275,23.217,ngd+lm,95,115569345.978,0.112,0.000,-0.204,0,0,fp
vot,0.175,,,,,23.217,ngd+lm,95,115569345.978,0.112,0.167,0.008,0,0,fn
