stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.539,-4.141,-4.236,-1.381,-0.055,1.059,-0.928,-0.740,-1.907,824688910.081,0.372
norefined,2,-1.070,-4.200,-4.371,-1.349,-0.091,1.016,-0.960,-0.716,-1.856,579330914.793,0.255
norefined,3,-0.979,-4.340,-4.441,-1.186,-0.281,0.881,-0.852,-0.699,-1.503,503844982.908,0.226
norefined,4,-1.182,-4.414,-4.452,-1.050,-0.393,0.776,-0.666,-0.667,-1.149,451314738.758,0.268
norefined,5,-0.786,-4.514,-4.515,-0.987,-0.411,0.698,-0.555,-0.644,-0.912,491011044.352,0.174
norefined,6,-1.276,-4.481,-4.456,-0.984,-0.429,0.695,-0.497,-0.626,-0.872,439949715.568,0.285
norefined,7,-0.796,-4.554,-4.533,-0.966,-0.426,0.670,-0.499,-0.614,-0.786,475807316.363,0.175
norefined,8,-1.287,-4.523,-4.468,-0.963,-0.442,0.669,-0.447,-0.597,-0.753,432834933.601,0.284
norefined,9,-0.802,-4.596,-4.538,-0.951,-0.435,0.652,-0.469,-0.589,-0.688,466829807.728,0.175
norefined,10,-1.293,-4.567,-4.467,-0.948,-0.448,0.652,-0.422,-0.573,-0.660,427888654.815,0.283
refined,11,-1.293,-4.567,-4.467,-0.948,-0.448,0.652,-0.422,-0.573,-0.660,427888654.815,0.283
refined,12,-0.203,-4.455,-0.424,0.412,0.537,-0.462,-0.363,0.109,1.274,2261575455.306,0.046
refined,13,-0.133,1.803,-0.811,-0.572,-0.746,0.752,-0.191,-0.444,-0.542,4192716899.002,-0.074
refined,14,-0.161,-2.130,-0.305,0.076,0.062,0.006,0.149,0.458,0.171,1161338529.541,0.075
refined,15,-0.221,-1.290,-0.747,-0.063,-0.211,0.237,-0.251,0.039,0.168,271338249.655,0.171
refined,16,-0.321,-1.683,-1.076,-0.035,-0.247,0.264,-0.347,0.037,0.214,227391695.591,0.191
refined,17,-0.384,-1.995,-1.283,-0.053,-0.215,0.274,-0.399,-0.013,0.298,220401595.567,0.192
refined,18,-0.420,-2.191,-1.396,-0.082,-0.179,0.269,-0.427,-0.055,0.361,218724234.158,0.192
refined,19,-0.442,-2.314,-1.464,-0.105,-0.156,0.263,-0.442,-0.080,0.396,218215728.668,0.191
refined,20,-0.456,-2.394,-1.508,-0.121,-0.142,0.259,-0.451,-0.094,0.416,218034573.949,0.191
