stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,29.721,1.727,0.000,76,0,9,3400024520.284,681051828.563
refined,46.004,1.727,0.000,76,0,9,3400024520.284,473566567.861
