stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.366,"[-3.097, 0.365]",1.731,-1.575,0.120
norefined,c,-7.764,"[-17.825, 2.298]",10.062,-1.540,0.128
norefined,s,-4.954,"[-11.331, 1.423]",6.377,-1.550,0.126
norefined,k0,1.696,"[-1.119, 4.511]",2.815,1.203,0.233
norefined,k1,-1.461,"[-4.212, 1.291]",2.751,-1.060,0.293
norefined,k2,-1.986,"[-5.001, 1.028]",3.014,-1.315,0.193
norefined,k3,1.320,"[-1.658, 4.298]",2.978,0.885,0.379
norefined,k4,1.250,"[-1.287, 3.786]",2.537,0.983,0.329
norefined,k5,0.394,"[-1.934, 2.722]",2.328,0.338,0.737
refined,tt,-1.366,"[-3.097, 0.365]",1.731,-1.575,0.120
refined,c,-7.764,"[-17.825, 2.298]",10.062,-1.540,0.128
refined,s,-4.954,"[-11.331, 1.423]",6.377,-1.550,0.126
refined,k0,1.696,"[-1.119, 4.511]",2.815,1.203,0.233
refined,k1,-1.461,"[-4.212, 1.291]",2.751,-1.060,0.293
refined,k2,-1.986,"[-5.001, 1.028]",3.014,-1.315,0.193
refined,k3,1.320,"[-1.658, 4.298]",2.978,0.885,0.379
refined,k4,1.250,"[-1.287, 3.786]",2.537,0.983,0.329
refined,k5,0.394,"[-1.934, 2.722]",2.328,0.338,0.737
