stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.710,-7.686,-2.757,0.894,1.691,-1.730,0.033,-1.282,1.266,3727886579.892,1584,0,0,-0.092
norefined,2,0.231,-7.709,-2.819,0.850,1.653,-1.770,-0.035,-1.343,1.215,2621089299.823,1584,0,0,-0.030
norefined,3,-0.254,-7.707,-2.869,0.797,1.596,-1.807,-0.072,-1.374,1.161,885955677.871,1584,0,0,0.033
norefined,4,-0.735,-7.691,-2.917,0.716,1.535,-1.844,-0.070,-1.381,1.099,374481942.539,1584,0,0,0.096
norefined,5,-1.186,-7.663,-2.986,0.562,1.449,-1.858,-0.064,-1.331,1.016,185454439.539,1584,0,0,0.155
norefined,6,-1.528,-7.618,-3.175,0.345,1.319,-1.832,-0.065,-1.173,0.938,163487721.039,1584,0,0,0.201
norefined,7,-1.068,-7.671,-3.326,0.271,1.269,-1.821,-0.042,-1.107,0.923,141329258.627,1584,0,0,0.139
norefined,8,-1.524,-7.607,-3.417,0.153,1.198,-1.785,-0.054,-1.018,0.883,124645073.989,1584,0,0,0.200
norefined,9,-1.059,-7.659,-3.554,0.080,1.171,-1.754,-0.034,-0.956,0.873,111374349.571,1584,0,0,0.138
norefined,10,-1.532,-7.593,-3.613,-0.008,1.110,-1.716,-0.053,-0.891,0.848,99640602.817,1584,0,0,0.202
refined,11,-1.532,-7.593,-3.613,-0.008,1.110,-1.716,-0.053,-0.891,0.848,99640602.817,1584,0,0,0.202
refined,12,-0.911,-5.471,-2.989,-0.266,0.271,-0.199,0.253,-0.212,0.266,32743648.229,1584,0,0,0.166
refined,13,-0.929,-5.716,-3.024,-0.516,0.246,-0.384,-0.082,-0.124,0.300,29672399.548,1584,0,0,0.163
refined,14,-0.952,-5.889,-3.132,-0.540,0.272,-0.400,-0.133,-0.117,0.330,29590701.837,1584,0,0,0.162
refined,15,-0.961,-5.950,-3.171,-0.556,0.293,-0.413,-0.154,-0.116,0.348,29582785.747,1584,0,0,0.161
refined,16,-0.963,-5.971,-3.184,-0.560,0.300,-0.417,-0.160,-0.115,0.353,29581939.656,1584,0,0,0.161
refined,17,-0.964,-5.977,-3.188,-0.562,0.302,-0.419,-0.162,-0.115,0.355,29581849.836,1584,0,0,0.161
refined,18,-0.965,-5.980,-3.190,-0.563,0.303,-0.419,-0.163,-0.115,0.356,29581840.318,1584,0,0,0.161
refined,19,-0.965,-5.980,-3.190,-0.563,0.303,-0.419,-0.163,-0.115,0.356,29581839.310,1584,0,0,0.161
refined,20,-0.965,-5.980,-3.190,-0.563,0.304,-0.419,-0.163,-0.115,0.356,29581839.204,1584,0,0,0.161
