stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,9.667,2.023,0.000,76,0,9,2329192764.976,1013319850.952
refined,22.785,2.023,0.000,76,0,9,2329192764.976,573603243.620
