stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.058,-4.064,-2.096,-1.557,1.340,1.405,0.268,-0.447,1.882,2386192708.062,0.507
norefined,2,-1.839,-4.258,-2.236,-1.660,1.140,1.225,0.093,-0.542,1.731,1693442901.070,0.432
norefined,3,-1.572,-4.459,-2.340,-1.735,0.949,1.061,-0.077,-0.606,1.571,1341357380.529,0.353
norefined,4,-1.207,-4.652,-2.400,-1.722,0.812,0.952,-0.215,-0.597,1.411,975098077.880,0.259
norefined,5,-0.787,-4.810,-2.443,-1.647,0.703,0.898,-0.325,-0.554,1.300,586080620.817,0.164
norefined,6,-0.391,-4.941,-2.505,-1.513,0.546,0.849,-0.450,-0.521,1.198,470874442.943,0.079
norefined,7,-0.835,-4.940,-2.544,-1.459,0.424,0.781,-0.559,-0.587,1.087,447564232.782,0.169
norefined,8,-0.405,-5.062,-2.575,-1.314,0.316,0.749,-0.640,-0.546,1.001,365751084.222,0.080
norefined,9,-0.884,-5.056,-2.559,-1.280,0.261,0.697,-0.687,-0.633,0.939,381174918.276,0.175
norefined,10,-0.440,-5.166,-2.591,-1.145,0.172,0.667,-0.750,-0.587,0.859,307578506.258,0.085
refined,11,-0.440,-5.166,-2.591,-1.145,0.172,0.667,-0.750,-0.587,0.859,307578506.258,0.085
refined,12,-0.820,-5.930,-2.457,-0.521,-0.275,0.101,-0.739,-0.400,0.418,160616533.016,0.138
refined,13,-1.026,-5.668,-2.640,0.110,-0.105,-0.220,-0.514,0.085,0.072,144837698.394,0.181
refined,14,-1.078,-5.987,-2.770,0.062,-0.146,-0.226,-0.526,0.071,0.041,144408210.144,0.180
refined,15,-1.074,-5.943,-2.764,0.077,-0.129,-0.230,-0.529,0.081,0.046,144393309.746,0.181
refined,16,-1.076,-5.960,-2.769,0.073,-0.132,-0.230,-0.529,0.079,0.044,144392338.585,0.181
refined,17,-1.076,-5.957,-2.768,0.074,-0.131,-0.230,-0.529,0.080,0.045,144392280.455,0.181
refined,18,-1.076,-5.958,-2.769,0.074,-0.131,-0.230,-0.529,0.080,0.045,144392276.849,0.181
refined,19,-1.076,-5.958,-2.769,0.074,-0.131,-0.230,-0.529,0.080,0.045,144392276.626,0.181
refined,20,-1.076,-5.958,-2.769,0.074,-0.131,-0.230,-0.529,0.080,0.045,144392276.612,0.181
