stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,85.007,2.023,0.000,76,0,9,3819782762.497,307578506.256
refined,189.492,2.023,0.000,76,0,9,3819782762.497,144392276.611
