stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.058,-4.064,-2.096,-1.557,1.340,1.405,0.268,-0.447,1.882,2128195056.030,0.507
norefined,2,-1.733,-4.251,-2.241,-1.623,1.190,1.242,0.134,-0.543,1.790,1527348635.892,0.408
norefined,3,-1.352,-4.409,-2.373,-1.700,1.046,1.125,0.027,-0.577,1.695,1015976132.398,0.307
norefined,4,-0.919,-4.571,-2.469,-1.677,0.977,1.059,-0.047,-0.521,1.602,696897341.060,0.201
norefined,5,-0.469,-4.710,-2.502,-1.593,0.905,1.035,-0.106,-0.456,1.520,436122370.927,0.100
norefined,6,-0.731,-4.824,-2.571,-1.398,0.672,0.951,-0.283,-0.410,1.344,408118232.580,0.152
norefined,7,-0.275,-4.938,-2.592,-1.281,0.598,0.943,-0.320,-0.341,1.285,511687827.617,0.056
norefined,8,-0.772,-4.917,-2.578,-1.279,0.594,0.928,-0.328,-0.389,1.275,387522622.525,0.157
norefined,9,-0.309,-5.021,-2.602,-1.171,0.529,0.919,-0.359,-0.320,1.222,465960021.429,0.062
norefined,10,-0.805,-4.999,-2.581,-1.171,0.531,0.904,-0.361,-0.371,1.219,371800160.143,0.161
refined,11,-0.805,-4.999,-2.581,-1.171,0.531,0.904,-0.361,-0.371,1.219,371800160.143,0.161
refined,12,-0.640,-3.861,-2.093,0.539,0.119,-0.283,0.034,0.297,-0.179,276331379.213,0.166
refined,13,-0.739,-4.519,-2.404,0.094,0.305,0.114,0.062,0.255,0.294,206266758.118,0.163
refined,14,-0.781,-4.847,-2.560,0.065,0.298,0.102,0.065,0.241,0.356,205434081.352,0.161
refined,15,-0.807,-5.048,-2.634,0.040,0.276,0.096,0.073,0.232,0.366,205118821.963,0.160
refined,16,-0.820,-5.164,-2.669,0.022,0.255,0.091,0.075,0.226,0.380,204993692.744,0.159
refined,17,-0.829,-5.236,-2.692,0.011,0.242,0.088,0.078,0.221,0.387,204948656.823,0.158
refined,18,-0.833,-5.277,-2.704,0.004,0.234,0.086,0.079,0.219,0.392,204933456.907,0.158
refined,19,-0.836,-5.301,-2.711,0.000,0.230,0.085,0.079,0.217,0.395,204928541.739,0.158
refined,20,-0.837,-5.314,-2.715,-0.002,0.227,0.085,0.080,0.216,0.397,204926991.652,0.158
