stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,48.310,1.727,0.000,0,9,3272184966.919,436905586.317,76
refined,73.850,1.727,0.000,0,9,3272184966.919,299645352.848,76
