attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.919,"[-1.382, -0.455]",0.463,-3.306,0.002,11.143,ngd,89,224961703.276,0.155,-1.000,0.081,0,0,fn
c,-7.293,"[-10.447, -4.14]",3.153,-3.858,0.000,11.143,ngd,89,224961703.276,0.155,-6.000,-1.293,0,0,fn
s,-3.700,"[-5.132, -2.269]",1.432,-4.311,0.000,11.143,ngd,89,224961703.276,0.155,-3.000,-0.700,0,0,fn
k0,0.798,"[0.048, 1.547]",0.749,1.776,0.080,11.143,ngd,89,224961703.276,0.155,0.000,0.798,0,1,fp
k1,-0.245,"[-0.927, 0.437]",0.682,-0.599,0.551,11.143,ngd,89,224961703.276,0.155,0.000,-0.245,0,0,fp
k2,-0.766,"[-1.4, -0.133]",0.634,-2.017,0.048,11.143,ngd,89,224961703.276,0.155,0.000,-0.766,0,1,fp
k3,-0.145,"[-0.7, 0.409]",0.555,-0.437,0.664,11.143,ngd,89,224961703.276,0.155,0.000,-0.145,0,0,fp
k4,1.033,"[0.218, 1.847]",0.814,2.115,0.038,11.143,ngd,89,224961703.276,0.155,0.000,1.033,0,1,fp
k5,1.001,"[0.231, 1.772]",0.770,2.167,0.034,11.143,ngd,89,224961703.276,0.155,0.000,1.001,0,1,fp
vot,0.126,,,,,11.143,ngd,89,224961703.276,0.155,0.167,-0.041,0,0,fn
tt,-2.066,"[-3.659, -0.473]",1.593,-2.163,0.034,11.835,lm,89,1473254650.140,0.397,-1.000,-1.066,0,0,fn
c,-7.202,"[-12.529, -1.876]",5.327,-2.255,0.027,11.835,lm,89,1473254650.140,0.397,-6.000,-1.202,0,0,fn
s,-2.164,"[-4.288, -0.04]",2.124,-1.699,0.094,11.835,lm,89,1473254650.140,0.397,-3.000,0.836,0,0,fn
k0,1.654,"[-0.3, 3.608]",1.954,1.412,0.163,11.835,lm,89,1473254650.140,0.397,0.000,1.654,0,0,fp
k1,0.433,"[-1.024, 1.889]",1.457,0.495,0.622,11.835,lm,89,1473254650.140,0.397,0.000,0.433,0,0,fp
k2,-0.864,"[-2.327, 0.599]",1.463,-0.985,0.328,11.835,lm,89,1473254650.140,0.397,0.000,-0.864,0,0,fp
k3,0.649,"[-0.787, 2.084]",1.435,0.754,0.454,11.835,lm,89,1473254650.140,0.397,0.000,0.649,0,0,fp
k4,1.580,"[-0.084, 3.245]",1.665,1.583,0.118,11.835,lm,89,1473254650.140,0.397,0.000,1.580,0,0,fp
k5,1.716,"[0.078, 3.355]",1.639,1.747,0.085,11.835,lm,89,1473254650.140,0.397,0.000,1.716,0,1,fp
vot,0.287,,,,,11.835,lm,89,1473254650.140,0.397,0.167,0.120,0,0,fn
tt,-0.712,"[-0.939, -0.484]",0.228,-5.216,0.000,23.977,ngd+lm,89,150852158.236,0.127,-1.000,0.288,0,0,fn
c,-4.746,"[-6.02, -3.471]",1.274,-6.211,0.000,23.977,ngd+lm,89,150852158.236,0.127,-6.000,1.254,0,0,fn
s,-2.718,"[-3.377, -2.06]",0.658,-6.885,0.000,23.977,ngd+lm,89,150852158.236,0.127,-3.000,0.282,0,0,fn
k0,-0.016,"[-0.46, 0.428]",0.444,-0.061,0.952,23.977,ngd+lm,89,150852158.236,0.127,0.000,-0.016,0,0,fp
k1,0.135,"[-0.256, 0.526]",0.391,0.575,0.567,23.977,ngd+lm,89,150852158.236,0.127,0.000,0.135,0,0,fp
k2,0.009,"[-0.337, 0.355]",0.346,0.045,0.964,23.977,ngd+lm,89,150852158.236,0.127,0.000,0.009,0,0,fp
k3,0.354,"[-0.029, 0.738]",0.383,1.541,0.128,23.977,ngd+lm,89,150852158.236,0.127,0.000,0.354,0,0,fp
k4,0.136,"[-0.273, 0.545]",0.409,0.554,0.581,23.977,ngd+lm,89,150852158.236,0.127,0.000,0.136,0,0,fp
k5,0.009,"[-0.377, 0.396]",0.387,0.041,0.968,23.977,ngd+lm,89,150852158.236,0.127,0.000,0.009,0,0,fp
vot,0.150,,,,,23.977,ngd+lm,89,150852158.236,0.127,0.167,-0.017,0,0,fn
