stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.202,"[-1.968, -0.435]",0.766,-2.615,0.011
norefined,c,-6.262,"[-10.45, -2.074]",4.188,-2.494,0.015
norefined,s,-2.263,"[-3.668, -0.857]",1.406,-2.685,0.009
norefined,k0,0.023,"[-0.685, 0.731]",0.708,0.054,0.957
norefined,k1,-0.282,"[-1.327, 0.763]",1.045,-0.451,0.654
norefined,k2,0.680,"[-0.092, 1.452]",0.772,1.470,0.146
norefined,k3,0.151,"[-0.816, 1.119]",0.968,0.261,0.795
norefined,k4,-0.229,"[-0.94, 0.482]",0.711,-0.537,0.593
norefined,k5,-0.117,"[-0.65, 0.416]",0.533,-0.365,0.716
refined,tt,-0.766,"[-1.052, -0.48]",0.286,-4.463,0.000
refined,c,-4.396,"[-6.046, -2.746]",1.650,-4.445,0.000
refined,s,-2.356,"[-3.168, -1.544]",0.812,-4.840,0.000
refined,k0,-0.436,"[-0.948, 0.076]",0.512,-1.421,0.160
refined,k1,0.108,"[-0.486, 0.702]",0.594,0.303,0.763
refined,k2,0.534,"[0.049, 1.019]",0.485,1.837,0.071
refined,k3,0.412,"[-0.143, 0.966]",0.554,1.239,0.220
refined,k4,0.501,"[0.03, 0.972]",0.471,1.772,0.081
refined,k5,-0.559,"[-0.997, -0.122]",0.437,-2.131,0.037
