stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.057,-7.938,-1.169,-0.229,0.833,0.329,0.376,-1.898,1.197,2444614639.346,-0.007
norefined,2,-0.389,-7.919,-1.362,-0.230,0.828,0.283,0.354,-1.915,1.097,2027250700.269,0.049
norefined,3,-0.586,-7.825,-1.766,-0.120,0.906,0.193,0.397,-1.857,1.005,1732074754.114,0.075
norefined,4,-0.892,-7.709,-2.092,0.008,0.944,0.105,0.403,-1.797,0.919,1354598455.584,0.116
norefined,5,-1.278,-7.600,-2.342,0.128,0.967,0.081,0.402,-1.737,0.833,1112716832.371,0.168
norefined,6,-0.933,-7.584,-2.659,0.139,0.984,0.118,0.461,-1.693,0.682,1058383309.014,0.123
norefined,7,-1.384,-7.492,-2.795,0.236,0.986,0.138,0.424,-1.625,0.620,928890375.462,0.185
norefined,8,-0.955,-7.511,-3.009,0.215,0.985,0.199,0.468,-1.583,0.508,927793533.831,0.127
norefined,9,-1.421,-7.426,-3.102,0.299,0.981,0.224,0.419,-1.514,0.461,833396415.082,0.191
norefined,10,-0.973,-7.456,-3.278,0.271,0.968,0.287,0.448,-1.469,0.366,850804746.253,0.130
refined,11,-1.421,-7.426,-3.102,0.299,0.981,0.224,0.419,-1.514,0.461,833396415.082,0.191
refined,12,-0.534,-3.107,-2.473,-0.159,0.107,-0.265,-0.594,0.634,-0.644,599582701.471,0.172
refined,13,-0.638,-3.327,-2.275,0.218,-0.163,-0.242,-0.001,0.644,-0.614,571830651.729,0.192
refined,14,-0.646,-3.363,-2.366,0.162,-0.099,-0.236,-0.035,0.670,-0.765,570120078.568,0.192
refined,15,-0.628,-3.233,-2.276,0.161,-0.110,-0.207,0.004,0.625,-0.711,569972920.643,0.194
refined,16,-0.635,-3.276,-2.305,0.165,-0.113,-0.219,-0.000,0.641,-0.746,569937345.005,0.194
refined,17,-0.630,-3.244,-2.285,0.162,-0.112,-0.211,0.004,0.631,-0.731,569930379.306,0.194
refined,18,-0.632,-3.257,-2.293,0.164,-0.113,-0.215,0.003,0.635,-0.740,569928588.868,0.194
refined,19,-0.631,-3.250,-2.289,0.163,-0.112,-0.213,0.003,0.633,-0.736,569928174.686,0.194
refined,20,-0.632,-3.253,-2.291,0.163,-0.113,-0.214,0.003,0.634,-0.738,569928072.249,0.194
