stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.216,"[-5.477, 3.044]",4.261,-0.517,0.616
norefined,c,-4.530,"[-20.889, 11.828]",16.359,-0.502,0.627
norefined,s,-3.991,"[-15.741, 7.759]",11.750,-0.616,0.552
norefined,k0,-0.070,"[-4.234, 4.094]",4.164,-0.030,0.976
norefined,k1,-0.992,"[-4.016, 2.031]",3.023,-0.595,0.565
norefined,k2,0.788,"[-3.716, 5.291]",4.504,0.317,0.758
norefined,k3,-1.137,"[-4.51, 2.235]",3.372,-0.611,0.555
norefined,k4,-0.081,"[-4.906, 4.745]",4.825,-0.030,0.976
norefined,k5,0.789,"[-4.165, 5.744]",4.954,0.289,0.779
refined,tt,-1.428,"[-3.123, 0.267]",1.695,-1.527,0.158
refined,c,-8.031,"[-17.113, 1.051]",9.082,-1.603,0.140
refined,s,-4.316,"[-9.132, 0.499]",4.815,-1.625,0.135
refined,k0,-0.057,"[-1.58, 1.467]",1.523,-0.068,0.947
refined,k1,-0.827,"[-2.122, 0.468]",1.295,-1.158,0.274
refined,k2,1.494,"[-1.243, 4.231]",2.737,0.990,0.346
refined,k3,0.305,"[-0.538, 1.148]",0.843,0.656,0.527
refined,k4,0.658,"[-1.115, 2.431]",1.773,0.672,0.517
refined,k5,-0.975,"[-3.232, 1.281]",2.257,-0.783,0.452
