stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.911,-4.035,-4.351,-0.028,-0.266,0.774,-1.531,0.573,1.125,221621504.332,0.226
norefined,2,-0.796,-4.252,-4.189,-0.083,-0.508,0.909,-1.441,0.299,1.130,172260075.639,0.187
norefined,3,-1.234,-4.286,-4.098,-0.117,-0.611,0.909,-1.318,0.161,1.080,201841823.160,0.288
norefined,4,-0.762,-4.385,-4.119,-0.128,-0.717,0.928,-1.297,0.094,1.110,152715120.768,0.174
norefined,5,-1.242,-4.379,-4.050,-0.127,-0.756,0.931,-1.214,0.025,1.066,173682083.382,0.284
norefined,6,-0.766,-4.477,-4.068,-0.139,-0.850,0.949,-1.192,-0.032,1.098,140273655.010,0.171
norefined,7,-1.253,-4.458,-4.007,-0.124,-0.868,0.954,-1.122,-0.075,1.059,157839506.137,0.281
norefined,8,-0.775,-4.554,-4.025,-0.138,-0.953,0.972,-1.101,-0.124,1.091,131698041.531,0.170
norefined,9,-1.265,-4.528,-3.970,-0.118,-0.958,0.976,-1.040,-0.150,1.054,147745607.927,0.279
norefined,10,-0.785,-4.622,-3.988,-0.134,-1.036,0.993,-1.019,-0.194,1.086,125594216.084,0.170
refined,11,-0.785,-4.622,-3.988,-0.134,-1.036,0.993,-1.019,-0.194,1.086,125594216.084,0.170
refined,12,-1.186,-5.941,-3.844,-0.765,-0.480,0.802,0.340,0.204,0.708,66971350.725,0.200
refined,13,-1.070,-5.894,-3.796,-0.725,-0.500,1.072,0.245,0.145,0.003,50654068.556,0.181
refined,14,-1.221,-6.952,-4.323,-0.755,-0.385,1.117,0.216,0.183,-0.185,48679595.431,0.176
refined,15,-1.221,-7.126,-4.309,-0.669,-0.330,1.039,0.149,0.187,-0.353,48298694.956,0.171
refined,16,-1.248,-7.328,-4.405,-0.667,-0.310,1.049,0.146,0.196,-0.399,48260075.583,0.170
refined,17,-1.244,-7.322,-4.387,-0.655,-0.306,1.035,0.137,0.195,-0.415,48256957.734,0.170
refined,18,-1.248,-7.348,-4.402,-0.657,-0.304,1.039,0.139,0.197,-0.418,48256673.803,0.170
refined,19,-1.247,-7.341,-4.396,-0.655,-0.304,1.036,0.137,0.196,-0.419,48256634.642,0.170
refined,20,-1.248,-7.346,-4.400,-0.656,-0.304,1.037,0.138,0.196,-0.419,48256626.927,0.170
