attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.154,"[-0.217, -0.091]",0.063,-4.858,0.000,78,0.800,511279446.781,0.187,-1.000,0.846,0,0,fn
c,-1.415,"[-1.906, -0.925]",0.490,-5.761,0.000,78,0.800,511279446.781,0.187,-6.000,4.585,0,0,fn
s,-0.733,"[-0.95, -0.516]",0.217,-6.739,0.000,78,0.800,511279446.781,0.187,-3.000,2.267,0,0,fn
k0,-0.495,"[-0.852, -0.137]",0.358,-2.761,0.007,78,0.800,511279446.781,0.187,0.000,-0.495,0,1,fp
k1,0.195,"[-0.073, 0.463]",0.268,1.450,0.152,78,0.800,511279446.781,0.187,0.000,0.195,0,0,fp
k2,0.466,"[0.086, 0.846]",0.380,2.446,0.017,78,0.800,511279446.781,0.187,0.000,0.466,0,1,fp
k3,0.207,"[-0.102, 0.516]",0.309,1.339,0.185,78,0.800,511279446.781,0.187,0.000,0.207,0,0,fp
k4,0.233,"[-0.093, 0.558]",0.325,1.427,0.158,78,0.800,511279446.781,0.187,0.000,0.233,0,0,fp
k5,0.286,"[-0.049, 0.622]",0.336,1.704,0.093,78,0.800,511279446.781,0.187,0.000,0.286,0,1,fp
vot,0.109,,,,,78,0.800,511279446.781,0.187,0.167,-0.058,0,0,fn
tt,-0.939,"[-1.4, -0.477]",0.461,-4.060,0.000,78,0.900,146175972.733,0.116,-1.000,0.061,0,0,fn
c,-6.409,"[-9.156, -3.662]",2.747,-4.657,0.000,78,0.900,146175972.733,0.116,-6.000,-0.409,0,0,fn
s,-3.253,"[-4.675, -1.83]",1.422,-4.565,0.000,78,0.900,146175972.733,0.116,-3.000,-0.253,0,0,fn
k0,-0.748,"[-1.484, -0.012]",0.736,-2.029,0.046,78,0.900,146175972.733,0.116,0.000,-0.748,0,1,fp
k1,0.895,"[0.249, 1.541]",0.646,2.765,0.007,78,0.900,146175972.733,0.116,0.000,0.895,0,1,fp
k2,0.437,"[-0.592, 1.467]",1.029,0.848,0.400,78,0.900,146175972.733,0.116,0.000,0.437,0,0,fp
k3,0.055,"[-0.582, 0.692]",0.637,0.172,0.864,78,0.900,146175972.733,0.116,0.000,0.055,0,0,fp
k4,-0.073,"[-0.68, 0.533]",0.607,-0.241,0.810,78,0.900,146175972.733,0.116,0.000,-0.073,0,0,fp
k5,-0.121,"[-0.747, 0.505]",0.626,-0.387,0.700,78,0.900,146175972.733,0.116,0.000,-0.121,0,0,fp
vot,0.146,,,,,78,0.900,146175972.733,0.116,0.167,-0.020,0,0,fn
tt,-1.191,"[-1.943, -0.439]",0.752,-3.160,0.002,78,1.100,177859807.430,0.153,-1.000,-0.191,0,0,fn
c,-6.613,"[-10.226, -3.0]",3.613,-3.653,0.001,78,1.100,177859807.430,0.153,-6.000,-0.613,0,0,fn
s,-3.116,"[-4.803, -1.429]",1.687,-3.687,0.000,78,1.100,177859807.430,0.153,-3.000,-0.116,0,0,fn
k0,-0.068,"[-0.942, 0.805]",0.873,-0.157,0.876,78,1.100,177859807.430,0.153,0.000,-0.068,0,0,fp
k1,-0.021,"[-0.629, 0.587]",0.608,-0.069,0.945,78,1.100,177859807.430,0.153,0.000,-0.021,0,0,fp
k2,-0.136,"[-1.184, 0.912]",1.048,-0.259,0.796,78,1.100,177859807.430,0.153,0.000,-0.136,0,0,fp
k3,-0.376,"[-1.139, 0.387]",0.763,-0.983,0.329,78,1.100,177859807.430,0.153,0.000,-0.376,0,0,fp
k4,0.155,"[-0.628, 0.938]",0.783,0.396,0.693,78,1.100,177859807.430,0.153,0.000,0.155,0,0,fp
k5,-0.607,"[-1.519, 0.306]",0.913,-1.326,0.189,78,1.100,177859807.430,0.153,0.000,-0.607,0,0,fp
vot,0.180,,,,,78,1.100,177859807.430,0.153,0.167,0.013,0,0,fn
tt,-1.458,"[-2.919, 0.003]",1.461,-1.992,0.050,78,1.200,346319241.160,0.230,-1.000,-0.458,0,0,fn
c,-7.454,"[-14.814, -0.093]",7.360,-2.021,0.047,78,1.200,346319241.160,0.230,-6.000,-1.454,0,0,fn
s,-3.486,"[-6.624, -0.349]",3.138,-2.218,0.030,78,1.200,346319241.160,0.230,-3.000,-0.486,0,0,fn
k0,1.089,"[-1.0, 3.178]",2.089,1.041,0.302,78,1.200,346319241.160,0.230,0.000,1.089,0,0,fp
k1,-0.645,"[-1.768, 0.478]",1.123,-1.146,0.256,78,1.200,346319241.160,0.230,0.000,-0.645,0,0,fp
k2,-0.052,"[-1.434, 1.329]",1.382,-0.076,0.940,78,1.200,346319241.160,0.230,0.000,-0.052,0,0,fp
k3,-0.356,"[-1.51, 0.797]",1.153,-0.617,0.539,78,1.200,346319241.160,0.230,0.000,-0.356,0,0,fp
k4,-0.461,"[-1.913, 0.99]",1.452,-0.634,0.528,78,1.200,346319241.160,0.230,0.000,-0.461,0,0,fp
k5,-1.341,"[-3.205, 0.523]",1.864,-1.436,0.156,78,1.200,346319241.160,0.230,0.000,-1.341,0,0,fp
vot,0.196,,,,,78,1.200,346319241.160,0.230,0.167,0.029,0,0,fn
