attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.136,"[-1.801, -0.472]",0.664,-2.852,0.006,11.343,ngd,37,362801792.843,0.196,-1.000,-0.136,0,0,fn
c,-5.587,"[-8.461, -2.712]",2.874,-3.242,0.002,11.343,ngd,37,362801792.843,0.196,-6.000,0.413,0,0,fn
s,-3.701,"[-5.824, -1.577]",2.123,-2.907,0.005,11.343,ngd,37,362801792.843,0.196,-3.000,-0.701,0,0,fn
k0,1.395,"[0.097, 2.692]",1.297,1.793,0.078,11.343,ngd,37,362801792.843,0.196,0.000,1.395,0,1,fp
k1,-1.029,"[-2.16, 0.102]",1.131,-1.518,0.134,11.343,ngd,37,362801792.843,0.196,0.000,-1.029,0,0,fp
k2,-0.537,"[-1.663, 0.588]",1.125,-0.797,0.428,11.343,ngd,37,362801792.843,0.196,0.000,-0.537,0,0,fp
k3,-1.497,"[-2.74, -0.254]",1.243,-2.008,0.049,11.343,ngd,37,362801792.843,0.196,0.000,-1.497,0,1,fp
k4,0.380,"[-0.366, 1.126]",0.746,0.850,0.398,11.343,ngd,37,362801792.843,0.196,0.000,0.380,0,0,fp
k5,-0.612,"[-1.869, 0.645]",1.257,-0.812,0.420,11.343,ngd,37,362801792.843,0.196,0.000,-0.612,0,0,fp
vot,0.203,,,,,11.343,ngd,37,362801792.843,0.196,0.167,0.037,0,0,fn
tt,-0.649,"[-1.445, 0.148]",0.797,-1.358,0.179,11.776,lm,37,1060496823.242,0.335,-1.000,0.351,1,0,fn
c,-4.750,"[-9.585, 0.085]",4.835,-1.638,0.106,11.776,lm,37,1060496823.242,0.335,-6.000,1.250,1,0,fn
s,-4.274,"[-8.508, -0.039]",4.235,-1.683,0.097,11.776,lm,37,1060496823.242,0.335,-3.000,-1.274,0,0,fn
k0,1.374,"[-1.372, 4.119]",2.745,0.835,0.407,11.776,lm,37,1060496823.242,0.335,0.000,1.374,0,0,fp
k1,-1.247,"[-3.59, 1.096]",2.343,-0.888,0.378,11.776,lm,37,1060496823.242,0.335,0.000,-1.247,0,0,fp
k2,-0.357,"[-2.463, 1.75]",2.106,-0.282,0.779,11.776,lm,37,1060496823.242,0.335,0.000,-0.357,0,0,fp
k3,-1.972,"[-5.018, 1.074]",3.046,-1.080,0.284,11.776,lm,37,1060496823.242,0.335,0.000,-1.972,0,0,fp
k4,1.027,"[-0.915, 2.97]",1.943,0.882,0.381,11.776,lm,37,1060496823.242,0.335,0.000,1.027,0,0,fp
k5,-0.675,"[-2.744, 1.393]",2.068,-0.545,0.588,11.776,lm,37,1060496823.242,0.335,0.000,-0.675,0,0,fp
vot,0.137,,,,,11.776,lm,37,1060496823.242,0.335,0.167,-0.030,0,0,fn
tt,-0.914,"[-1.18, -0.649]",0.266,-5.738,0.000,23.145,ngd+lm,37,142874144.133,0.123,-1.000,0.086,0,0,fn
c,-5.916,"[-7.557, -4.275]",1.641,-6.014,0.000,23.145,ngd+lm,37,142874144.133,0.123,-6.000,0.084,0,0,fn
s,-2.418,"[-3.15, -1.686]",0.732,-5.510,0.000,23.145,ngd+lm,37,142874144.133,0.123,-3.000,0.582,0,0,fn
k0,0.530,"[-0.042, 1.102]",0.572,1.547,0.127,23.145,ngd+lm,37,142874144.133,0.123,0.000,0.530,0,0,fp
k1,0.267,"[-0.15, 0.685]",0.417,1.069,0.289,23.145,ngd+lm,37,142874144.133,0.123,0.000,0.267,0,0,fp
k2,0.355,"[-0.214, 0.924]",0.569,1.042,0.301,23.145,ngd+lm,37,142874144.133,0.123,0.000,0.355,0,0,fp
k3,-0.273,"[-0.724, 0.178]",0.451,-1.011,0.316,23.145,ngd+lm,37,142874144.133,0.123,0.000,-0.273,0,0,fp
k4,-0.376,"[-0.81, 0.058]",0.434,-1.445,0.153,23.145,ngd+lm,37,142874144.133,0.123,0.000,-0.376,0,0,fp
k5,-0.138,"[-0.624, 0.349]",0.487,-0.472,0.638,23.145,ngd+lm,37,142874144.133,0.123,0.000,-0.138,0,0,fp
vot,0.155,,,,,23.145,ngd+lm,37,142874144.133,0.123,0.167,-0.012,0,0,fn
