stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,96.888,2.023,0.000,76,0,9,3432735196.295,244937004.687
refined,143.940,2.023,0.000,76,0,9,3432735196.295,168807827.578
