stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.176,-6.385,-1.944,-1.938,0.090,0.171,-0.924,-1.308,-1.555,1395707961.989,-0.028
norefined,2,-0.321,-6.407,-1.924,-1.926,0.056,0.186,-0.918,-1.309,-1.525,904211999.569,0.050
norefined,3,-0.818,-6.391,-1.917,-1.891,0.052,0.189,-0.941,-1.302,-1.502,543210643.979,0.128
norefined,4,-1.256,-6.329,-2.075,-1.756,0.115,0.148,-0.978,-1.319,-1.439,486956564.145,0.198
norefined,5,-0.909,-6.341,-2.371,-1.585,0.189,0.089,-0.950,-1.371,-1.409,445467383.294,0.143
norefined,6,-1.375,-6.290,-2.425,-1.463,0.247,0.044,-0.977,-1.331,-1.338,444475178.948,0.219
norefined,7,-0.937,-6.338,-2.611,-1.384,0.305,0.041,-0.881,-1.345,-1.282,408841714.740,0.148
norefined,8,-1.412,-6.294,-2.618,-1.277,0.346,0.001,-0.903,-1.287,-1.219,423840546.917,0.224
norefined,9,-0.955,-6.354,-2.756,-1.231,0.383,0.008,-0.795,-1.289,-1.165,385992527.892,0.150
norefined,10,-1.433,-6.312,-2.742,-1.132,0.415,-0.030,-0.811,-1.227,-1.110,409542336.706,0.227
refined,11,-0.955,-6.354,-2.756,-1.231,0.383,0.008,-0.795,-1.289,-1.165,385992527.892,0.150
refined,12,-0.801,-4.229,-2.605,0.888,-0.042,-0.141,0.682,0.510,0.485,353249338.879,0.189
refined,13,-0.681,-3.934,-2.153,0.401,0.063,-0.107,0.043,0.193,0.353,266105218.006,0.173
refined,14,-0.858,-5.092,-2.714,0.415,0.124,-0.125,0.053,0.221,0.247,249571399.672,0.168
refined,15,-1.048,-6.348,-3.283,0.439,0.186,-0.215,0.025,0.256,0.136,243068728.424,0.165
refined,16,-1.185,-7.282,-3.704,0.464,0.240,-0.295,-0.014,0.251,0.063,241565201.109,0.163
refined,17,-1.244,-7.698,-3.891,0.482,0.271,-0.334,-0.038,0.238,0.035,241394919.453,0.162
refined,18,-1.258,-7.799,-3.937,0.488,0.280,-0.344,-0.044,0.234,0.029,241386438.875,0.161
refined,19,-1.261,-7.817,-3.945,0.490,0.282,-0.345,-0.046,0.233,0.029,241386174.841,0.161
refined,20,-1.261,-7.819,-3.946,0.490,0.282,-0.346,-0.046,0.233,0.029,241386167.217,0.161
