stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.379,"[-2.982, 0.224]",1.603,-1.717,0.091
norefined,c,-6.210,"[-14.639, 2.219]",8.429,-1.471,0.146
norefined,s,-3.036,"[-6.52, 0.447]",3.483,-1.740,0.086
norefined,k0,-0.865,"[-2.898, 1.168]",2.033,-0.849,0.399
norefined,k1,0.814,"[-1.147, 2.775]",1.961,0.829,0.410
norefined,k2,0.003,"[-1.342, 1.349]",1.345,0.005,0.996
norefined,k3,-0.620,"[-2.307, 1.067]",1.687,-0.733,0.466
norefined,k4,-1.305,"[-4.481, 1.87]",3.175,-0.821,0.415
norefined,k5,-0.956,"[-3.486, 1.573]",2.530,-0.755,0.453
refined,tt,-0.171,"[-0.219, -0.124]",0.048,-7.199,0.000
refined,c,-1.013,"[-1.408, -0.619]",0.395,-5.123,0.000
refined,s,-0.683,"[-0.925, -0.441]",0.242,-5.629,0.000
refined,k0,0.125,"[-0.069, 0.32]",0.194,1.288,0.202
refined,k1,0.116,"[-0.161, 0.392]",0.277,0.835,0.407
refined,k2,0.090,"[-0.183, 0.364]",0.274,0.660,0.512
refined,k3,0.082,"[-0.174, 0.338]",0.256,0.638,0.526
refined,k4,-0.023,"[-0.305, 0.259]",0.282,-0.163,0.871
refined,k5,0.343,"[0.087, 0.6]",0.256,2.670,0.009
