stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,102.000,2.023,0.000,76,0,9,2837727129.570,193023191.220
refined,210.746,2.023,0.000,76,0,9,2837727129.570,96820506.375
