attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.884,"[-1.148, -0.62]",0.264,-6.682,0.000,23,0.150,96820506.375,0.100,-1.000,0.116,0,0,fn
c,-4.955,"[-6.548, -3.363]",1.593,-6.210,0.000,23,0.150,96820506.375,0.100,-6.000,1.045,0,0,fn
s,-2.761,"[-3.467, -2.055]",0.706,-7.806,0.000,23,0.150,96820506.375,0.100,-3.000,0.239,0,0,fn
k0,0.004,"[-0.422, 0.431]",0.427,0.020,0.984,23,0.150,96820506.375,0.100,0.000,0.004,0,0,fp
k1,-0.192,"[-0.707, 0.322]",0.514,-0.747,0.458,23,0.150,96820506.375,0.100,0.000,-0.192,0,0,fp
k2,0.837,"[0.074, 1.6]",0.763,2.189,0.032,23,0.150,96820506.375,0.100,0.000,0.837,0,1,fp
k3,-0.084,"[-0.547, 0.379]",0.463,-0.362,0.718,23,0.150,96820506.375,0.100,0.000,-0.084,0,0,fp
k4,0.121,"[-0.363, 0.606]",0.485,0.499,0.619,23,0.150,96820506.375,0.100,0.000,0.121,0,0,fp
k5,-0.090,"[-0.465, 0.285]",0.375,-0.480,0.633,23,0.150,96820506.375,0.100,0.000,-0.090,0,0,fp
vot,0.178,,,,,23,0.150,96820506.375,0.100,0.167,0.012,0,0,fn
tt,-1.318,"[-1.692, -0.944]",0.374,-7.033,0.000,23,0.200,68835728.101,0.087,-1.000,-0.318,0,0,fn
c,-7.332,"[-9.515, -5.148]",2.183,-6.703,0.000,23,0.200,68835728.101,0.087,-6.000,-1.332,0,0,fn
s,-4.025,"[-5.054, -2.996]",1.029,-7.809,0.000,23,0.200,68835728.101,0.087,-3.000,-1.025,0,0,fn
k0,-0.155,"[-0.634, 0.323]",0.478,-0.648,0.519,23,0.200,68835728.101,0.087,0.000,-0.155,0,0,fp
k1,-0.807,"[-1.537, -0.077]",0.730,-2.208,0.031,23,0.200,68835728.101,0.087,0.000,-0.807,0,1,fp
k2,-0.276,"[-1.061, 0.51]",0.785,-0.700,0.486,23,0.200,68835728.101,0.087,0.000,-0.276,0,0,fp
k3,0.166,"[-0.421, 0.753]",0.587,0.565,0.574,23,0.200,68835728.101,0.087,0.000,0.166,0,0,fp
k4,-0.095,"[-0.679, 0.489]",0.584,-0.326,0.746,23,0.200,68835728.101,0.087,0.000,-0.095,0,0,fp
k5,0.561,"[0.112, 1.011]",0.449,2.493,0.015,23,0.200,68835728.101,0.087,0.000,0.561,0,1,fp
vot,0.180,,,,,23,0.200,68835728.101,0.087,0.167,0.013,0,0,fn
tt,-1.017,"[-1.368, -0.665]",0.352,-5.772,0.000,23,0.250,125345767.637,0.116,-1.000,-0.017,0,0,fn
c,-5.836,"[-7.958, -3.714]",2.122,-5.489,0.000,23,0.250,125345767.637,0.116,-6.000,0.164,0,0,fn
s,-3.150,"[-4.06, -2.241]",0.910,-6.912,0.000,23,0.250,125345767.637,0.116,-3.000,-0.150,0,0,fn
k0,0.210,"[-0.396, 0.817]",0.607,0.692,0.491,23,0.250,125345767.637,0.116,0.000,0.210,0,0,fp
k1,-0.051,"[-0.766, 0.664]",0.715,-0.143,0.887,23,0.250,125345767.637,0.116,0.000,-0.051,0,0,fp
k2,-0.500,"[-1.5, 0.499]",1.000,-0.999,0.322,23,0.250,125345767.637,0.116,0.000,-0.500,0,0,fp
k3,-0.275,"[-0.897, 0.348]",0.622,-0.881,0.381,23,0.250,125345767.637,0.116,0.000,-0.275,0,0,fp
k4,-0.797,"[-1.541, -0.053]",0.744,-2.139,0.036,23,0.250,125345767.637,0.116,0.000,-0.797,0,1,fp
k5,0.637,"[0.06, 1.214]",0.577,2.204,0.031,23,0.250,125345767.637,0.116,0.000,0.637,0,1,fp
vot,0.174,,,,,23,0.250,125345767.637,0.116,0.167,0.008,0,0,fn
