stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.729,"[-1.043, -0.414]",0.315,-4.622,0.000
norefined,c,-5.703,"[-8.295, -3.11]",2.593,-4.390,0.000
norefined,s,-2.833,"[-3.867, -1.798]",1.035,-5.463,0.000
norefined,k0,0.766,"[-0.027, 1.559]",0.793,1.929,0.058
norefined,k1,0.543,"[-0.357, 1.443]",0.900,1.205,0.232
norefined,k2,0.329,"[-0.738, 1.396]",1.067,0.615,0.541
norefined,k3,0.143,"[-0.52, 0.807]",0.664,0.431,0.668
norefined,k4,-0.555,"[-1.304, 0.194]",0.749,-1.478,0.144
norefined,k5,-1.090,"[-1.825, -0.355]",0.735,-2.962,0.004
refined,tt,-0.884,"[-1.148, -0.62]",0.264,-6.682,0.000
refined,c,-4.955,"[-6.548, -3.363]",1.593,-6.210,0.000
refined,s,-2.761,"[-3.467, -2.055]",0.706,-7.806,0.000
refined,k0,0.004,"[-0.422, 0.431]",0.427,0.020,0.984
refined,k1,-0.192,"[-0.707, 0.322]",0.514,-0.747,0.458
refined,k2,0.837,"[0.074, 1.6]",0.763,2.189,0.032
refined,k3,-0.084,"[-0.547, 0.379]",0.463,-0.362,0.718
refined,k4,0.121,"[-0.363, 0.606]",0.485,0.499,0.619
refined,k5,-0.090,"[-0.465, 0.285]",0.375,-0.480,0.633
