stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.469,-5.502,-2.047,1.052,0.984,0.442,-0.011,-1.027,-1.815,692140189.178,0.267
norefined,2,-1.025,-5.574,-2.233,1.039,0.885,0.420,0.027,-1.018,-1.790,395891446.276,0.184
norefined,3,-0.610,-5.631,-2.425,1.003,0.766,0.376,0.099,-0.949,-1.690,327772393.466,0.108
norefined,4,-1.071,-5.614,-2.484,0.941,0.770,0.333,0.103,-0.912,-1.525,327053395.746,0.191
norefined,5,-0.641,-5.673,-2.647,0.908,0.660,0.280,0.153,-0.830,-1.424,278850113.246,0.113
norefined,6,-1.113,-5.658,-2.656,0.855,0.666,0.242,0.121,-0.796,-1.282,279577061.684,0.197
norefined,7,-0.677,-5.717,-2.803,0.818,0.558,0.187,0.160,-0.710,-1.183,239286554.848,0.118
norefined,8,-1.151,-5.705,-2.785,0.767,0.561,0.153,0.111,-0.679,-1.050,241138538.462,0.202
norefined,9,-0.710,-5.764,-2.921,0.724,0.455,0.098,0.144,-0.596,-0.954,205727595.504,0.123
norefined,10,-1.184,-5.753,-2.884,0.673,0.457,0.068,0.087,-0.568,-0.829,208895936.579,0.206
refined,11,-0.710,-5.764,-2.921,0.724,0.455,0.098,0.144,-0.596,-0.954,205727595.504,0.123
refined,12,-1.115,-6.341,-3.417,-0.259,-0.676,-0.074,0.054,-0.041,0.533,71998491.220,0.176
refined,13,-1.308,-7.321,-3.979,-0.174,-0.782,-0.271,0.162,-0.111,0.573,68888381.388,0.179
refined,14,-1.315,-7.317,-4.016,-0.153,-0.802,-0.271,0.168,-0.094,0.560,68836873.045,0.180
refined,15,-1.318,-7.336,-4.026,-0.156,-0.808,-0.276,0.166,-0.096,0.562,68835787.592,0.180
refined,16,-1.317,-7.331,-4.025,-0.155,-0.807,-0.275,0.166,-0.095,0.561,68835732.629,0.180
refined,17,-1.318,-7.332,-4.025,-0.155,-0.807,-0.276,0.166,-0.095,0.561,68835728.472,0.180
refined,18,-1.318,-7.332,-4.025,-0.155,-0.807,-0.276,0.166,-0.095,0.561,68835728.132,0.180
refined,19,-1.318,-7.332,-4.025,-0.155,-0.807,-0.276,0.166,-0.095,0.561,68835728.103,0.180
refined,20,-1.318,-7.332,-4.025,-0.155,-0.807,-0.276,0.166,-0.095,0.561,68835728.101,0.180
