stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.393,-5.421,-1.806,-1.708,-0.843,-0.343,1.769,-1.296,-0.574,1274501804.471,1584,0,0,-0.072
norefined,2,-0.100,-5.432,-1.811,-1.729,-0.876,-0.356,1.743,-1.335,-0.635,620626520.562,1584,0,0,0.018
norefined,3,-0.576,-5.451,-1.835,-1.634,-0.885,-0.341,1.656,-1.296,-0.576,433926102.733,1584,0,0,0.106
norefined,4,-1.024,-5.461,-1.835,-1.539,-0.867,-0.310,1.547,-1.194,-0.445,381557218.839,1584,0,0,0.187
norefined,5,-0.595,-5.579,-1.920,-1.435,-0.805,-0.329,1.440,-1.086,-0.363,360689651.782,1584,0,0,0.107
norefined,6,-1.041,-5.580,-1.907,-1.333,-0.779,-0.288,1.342,-0.985,-0.228,317042153.337,1584,0,0,0.187
norefined,7,-0.597,-5.673,-2.002,-1.236,-0.723,-0.304,1.257,-0.881,-0.167,298537637.415,1584,0,0,0.105
norefined,8,-1.051,-5.666,-1.978,-1.134,-0.693,-0.254,1.173,-0.789,-0.050,263608705.448,1584,0,0,0.185
norefined,9,-0.597,-5.741,-2.081,-1.041,-0.641,-0.273,1.100,-0.692,-0.010,249401728.871,1584,0,0,0.104
norefined,10,-1.064,-5.724,-2.049,-0.946,-0.612,-0.219,1.033,-0.615,0.077,223291190.186,1584,0,0,0.186
refined,11,-1.064,-5.724,-2.049,-0.946,-0.612,-0.219,1.033,-0.615,0.077,223291190.186,1584,0,0,0.186
refined,12,-0.407,-2.588,-1.476,0.832,1.623,0.688,-0.860,0.428,-0.605,689443448.975,1584,0,0,0.157
refined,13,-0.305,-2.249,-0.774,-0.697,0.259,0.449,0.433,-0.214,0.426,206281447.743,1584,0,0,0.136
refined,14,-0.426,-2.939,-1.199,-0.063,0.092,0.458,0.098,-0.055,0.150,86918380.867,1584,0,0,0.145
refined,15,-0.740,-4.485,-1.948,0.007,0.389,0.276,0.045,0.110,-0.130,49486393.299,1584,0,0,0.165
refined,16,-0.973,-5.618,-2.561,0.014,0.717,0.217,0.053,0.232,-0.381,43078657.497,1584,0,0,0.173
refined,17,-1.030,-5.948,-2.753,-0.012,0.794,0.255,0.062,0.281,-0.428,42662830.385,1584,0,0,0.173
refined,18,-1.046,-6.034,-2.813,-0.026,0.815,0.259,0.060,0.302,-0.436,42614079.778,1584,0,0,0.173
refined,19,-1.052,-6.068,-2.836,-0.032,0.825,0.260,0.058,0.309,-0.438,42606949.533,1584,0,0,0.173
refined,20,-1.054,-6.080,-2.844,-0.034,0.828,0.261,0.057,0.312,-0.440,42605863.488,1584,0,0,0.173
