stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.991,"[-1.345, -0.637]",0.354,-4.672,0.000
norefined,c,-4.517,"[-6.163, -2.872]",1.646,-4.579,0.000
norefined,s,-2.032,"[-2.86, -1.204]",0.828,-4.091,0.000
norefined,k0,-0.254,"[-0.887, 0.38]",0.633,-0.667,0.507
norefined,k1,0.516,"[-0.235, 1.266]",0.750,1.146,0.256
norefined,k2,0.107,"[-0.487, 0.7]",0.594,0.299,0.766
norefined,k3,-0.221,"[-0.712, 0.27]",0.491,-0.751,0.455
norefined,k4,0.081,"[-0.508, 0.67]",0.589,0.230,0.819
norefined,k5,0.603,"[0.19, 1.017]",0.413,2.435,0.018
refined,tt,-1.203,"[-1.725, -0.68]",0.523,-3.837,0.000
refined,c,-6.880,"[-9.999, -3.761]",3.119,-3.679,0.000
refined,s,-3.657,"[-5.155, -2.16]",1.497,-4.074,0.000
refined,k0,-0.024,"[-0.652, 0.604]",0.628,-0.063,0.950
refined,k1,-0.720,"[-1.432, -0.008]",0.712,-1.686,0.096
refined,k2,-0.442,"[-1.061, 0.176]",0.618,-1.193,0.237
refined,k3,0.298,"[-0.2, 0.796]",0.498,0.997,0.323
refined,k4,0.136,"[-0.425, 0.698]",0.562,0.404,0.687
refined,k5,0.119,"[-0.233, 0.47]",0.352,0.563,0.575
