stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.746,"[-1.128, -0.364]",0.382,-3.260,0.002
norefined,c,-4.483,"[-6.659, -2.307]",2.176,-3.437,0.001
norefined,s,-2.293,"[-3.394, -1.191]",1.102,-3.472,0.001
norefined,k0,-0.327,"[-1.096, 0.442]",0.769,-0.709,0.481
norefined,k1,0.574,"[-0.307, 1.454]",0.880,1.087,0.281
norefined,k2,0.185,"[-0.478, 0.847]",0.663,0.464,0.644
norefined,k3,-0.138,"[-0.695, 0.419]",0.557,-0.413,0.681
norefined,k4,0.152,"[-0.533, 0.837]",0.685,0.370,0.712
norefined,k5,0.216,"[-0.196, 0.629]",0.413,0.874,0.385
refined,tt,-6.055,"[-15.316, 3.207]",9.261,-1.090,0.279
refined,c,-29.806,"[-74.854, 15.242]",45.048,-1.104,0.274
refined,s,-23.426,"[-58.238, 11.386]",34.812,-1.122,0.266
refined,k0,0.118,"[-3.009, 3.244]",3.127,0.063,0.950
refined,k1,-0.294,"[-2.635, 2.047]",2.341,-0.209,0.835
refined,k2,-5.696,"[-18.224, 6.832]",12.528,-0.758,0.451
refined,k3,1.905,"[-1.808, 5.619]",3.714,0.856,0.395
refined,k4,3.253,"[-3.088, 9.595]",6.341,0.856,0.395
refined,k5,-0.610,"[-4.865, 3.644]",4.255,-0.239,0.812
