attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.349,"[-1.807, -0.891]",0.458,-5.878,0.000,3,0.150,86745897.382,0.096,-1.000,-0.349,0,0,fn
c,-7.943,"[-10.597, -5.288]",2.655,-5.972,0.000,3,0.150,86745897.382,0.096,-6.000,-1.943,0,0,fn
s,-3.985,"[-5.401, -2.569]",1.416,-5.618,0.000,3,0.150,86745897.382,0.096,-3.000,-0.985,0,0,fn
k0,-0.630,"[-1.165, -0.094]",0.536,-2.347,0.022,3,0.150,86745897.382,0.096,0.000,-0.630,0,1,fp
k1,0.143,"[-0.319, 0.606]",0.463,0.618,0.539,3,0.150,86745897.382,0.096,0.000,0.143,0,0,fp
k2,-0.439,"[-1.074, 0.195]",0.635,-1.381,0.172,3,0.150,86745897.382,0.096,0.000,-0.439,0,0,fp
k3,0.684,"[-0.396, 1.765]",1.080,1.264,0.211,3,0.150,86745897.382,0.096,0.000,0.684,0,0,fp
k4,0.054,"[-0.451, 0.559]",0.505,0.214,0.831,3,0.150,86745897.382,0.096,0.000,0.054,0,0,fp
k5,0.732,"[-0.105, 1.568]",0.836,1.747,0.085,3,0.150,86745897.382,0.096,0.000,0.732,0,1,fp
vot,0.170,,,,,3,0.150,86745897.382,0.096,0.167,0.003,0,0,fn
tt,-1.216,"[-1.72, -0.712]",0.504,-4.812,0.000,3,0.200,108155656.375,0.107,-1.000,-0.216,0,0,fn
c,-7.240,"[-10.21, -4.27]",2.970,-4.866,0.000,3,0.200,108155656.375,0.107,-6.000,-1.240,0,0,fn
s,-3.232,"[-4.595, -1.869]",1.363,-4.732,0.000,3,0.200,108155656.375,0.107,-3.000,-0.232,0,0,fn
k0,-0.188,"[-0.691, 0.316]",0.503,-0.743,0.460,3,0.200,108155656.375,0.107,0.000,-0.188,0,0,fp
k1,-0.338,"[-0.838, 0.161]",0.500,-1.352,0.181,3,0.200,108155656.375,0.107,0.000,-0.338,0,0,fp
k2,0.247,"[-0.507, 1.001]",0.754,0.654,0.515,3,0.200,108155656.375,0.107,0.000,0.247,0,0,fp
k3,-0.451,"[-1.466, 0.565]",1.016,-0.886,0.379,3,0.200,108155656.375,0.107,0.000,-0.451,0,0,fp
k4,0.256,"[-0.326, 0.838]",0.582,0.879,0.383,3,0.200,108155656.375,0.107,0.000,0.256,0,0,fp
k5,-0.385,"[-1.193, 0.422]",0.807,-0.953,0.344,3,0.200,108155656.375,0.107,0.000,-0.385,0,0,fp
vot,0.168,,,,,3,0.200,108155656.375,0.107,0.167,0.001,0,0,fn
tt,-0.962,"[-1.383, -0.541]",0.421,-4.557,0.000,3,0.250,136817247.274,0.120,-1.000,0.038,0,0,fn
c,-5.542,"[-7.863, -3.222]",2.320,-4.768,0.000,3,0.250,136817247.274,0.120,-6.000,0.458,0,0,fn
s,-2.593,"[-3.745, -1.44]",1.152,-4.492,0.000,3,0.250,136817247.274,0.120,-3.000,0.407,0,0,fn
k0,0.193,"[-0.29, 0.677]",0.484,0.798,0.428,3,0.250,136817247.274,0.120,0.000,0.193,0,0,fp
k1,-0.093,"[-0.513, 0.327]",0.420,-0.443,0.659,3,0.250,136817247.274,0.120,0.000,-0.093,0,0,fp
k2,0.600,"[-0.117, 1.317]",0.717,1.670,0.100,3,0.250,136817247.274,0.120,0.000,0.600,0,1,fp
k3,-0.327,"[-1.218, 0.565]",0.891,-0.731,0.467,3,0.250,136817247.274,0.120,0.000,-0.327,0,0,fp
k4,-0.136,"[-0.683, 0.411]",0.547,-0.496,0.622,3,0.250,136817247.274,0.120,0.000,-0.136,0,0,fp
k5,-0.398,"[-1.176, 0.38]",0.778,-1.021,0.311,3,0.250,136817247.274,0.120,0.000,-0.398,0,0,fp
vot,0.174,,,,,3,0.250,136817247.274,0.120,0.167,0.007,0,0,fn
