stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.152,"[-2.584, 0.279]",1.431,-1.459,0.175
norefined,c,-6.311,"[-14.004, 1.383]",7.693,-1.487,0.168
norefined,s,-4.161,"[-8.79, 0.469]",4.630,-1.629,0.134
norefined,k0,0.873,"[-1.744, 3.491]",2.618,0.605,0.559
norefined,k1,0.311,"[-2.496, 3.118]",2.807,0.201,0.845
norefined,k2,-0.795,"[-4.269, 2.679]",3.474,-0.415,0.687
norefined,k3,0.952,"[-1.779, 3.684]",2.731,0.632,0.542
norefined,k4,0.724,"[-3.04, 4.488]",3.764,0.349,0.735
norefined,k5,0.956,"[-1.92, 3.832]",2.876,0.603,0.560
refined,tt,-1.927,"[-9.367, 5.513]",7.440,-0.470,0.649
refined,c,-12.351,"[-59.705, 35.003]",47.354,-0.473,0.647
refined,s,-5.967,"[-28.98, 17.046]",23.013,-0.470,0.648
refined,k0,2.220,"[-6.176, 10.616]",8.396,0.479,0.642
refined,k1,-2.878,"[-16.662, 10.905]",13.784,-0.378,0.713
refined,k2,-1.706,"[-8.704, 5.292]",6.998,-0.442,0.668
refined,k3,-2.349,"[-14.579, 9.881]",12.230,-0.348,0.735
refined,k4,1.285,"[-4.987, 7.556]",6.272,0.371,0.718
refined,k5,0.139,"[-1.714, 1.991]",1.852,0.136,0.895
