stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.805,-5.545,-4.637,1.090,1.048,-0.765,1.037,1.257,0.713,581840298.920,0.326
norefined,2,-1.378,-5.638,-4.752,0.956,0.908,-0.816,1.004,1.220,0.664,349192020.166,0.244
norefined,3,-1.139,-5.832,-4.694,0.833,0.603,-0.945,0.918,1.113,0.574,264880900.616,0.195
norefined,4,-1.382,-6.008,-4.436,0.828,0.403,-1.077,0.770,1.024,0.495,226029710.201,0.230
norefined,5,-0.924,-6.122,-4.452,0.766,0.276,-1.104,0.744,0.952,0.483,224704952.070,0.151
norefined,6,-1.338,-6.206,-4.214,0.800,0.251,-1.152,0.645,0.929,0.457,182491695.991,0.216
norefined,7,-0.870,-6.311,-4.234,0.730,0.163,-1.163,0.610,0.857,0.446,195442284.477,0.138
norefined,8,-1.307,-6.371,-4.021,0.744,0.154,-1.194,0.520,0.845,0.425,152709881.464,0.205
norefined,9,-0.833,-6.469,-4.045,0.672,0.098,-1.190,0.482,0.780,0.414,174318197.501,0.129
norefined,10,-1.294,-6.500,-3.872,0.672,0.089,-1.210,0.408,0.780,0.396,133549587.571,0.199
refined,11,-1.294,-6.500,-3.872,0.672,0.089,-1.210,0.408,0.780,0.396,133549587.571,0.199
refined,12,-1.038,-7.582,-2.808,0.224,0.149,0.287,-0.188,-0.147,0.856,55928437.061,0.137
refined,13,-0.969,-6.328,-2.869,0.147,-0.059,-0.030,-0.220,0.361,0.542,41858209.937,0.153
refined,14,-1.094,-7.276,-3.152,0.128,0.066,0.068,-0.211,0.263,0.664,40265816.760,0.150
refined,15,-1.097,-7.281,-3.146,0.103,0.083,0.046,-0.176,0.291,0.697,40223060.828,0.151
refined,16,-1.114,-7.382,-3.193,0.106,0.090,0.038,-0.173,0.284,0.709,40215352.035,0.151
refined,17,-1.116,-7.393,-3.196,0.102,0.094,0.033,-0.165,0.286,0.714,40213585.826,0.151
refined,18,-1.120,-7.414,-3.206,0.102,0.095,0.031,-0.164,0.285,0.717,40213143.742,0.151
refined,19,-1.120,-7.419,-3.208,0.102,0.096,0.029,-0.162,0.286,0.718,40213028.193,0.151
refined,20,-1.121,-7.424,-3.210,0.102,0.097,0.028,-0.162,0.285,0.719,40212997.265,0.151
