stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,27.672,2.023,0.000,76,0,9,2418884575.940,512780174.004
refined,233.563,2.023,0.000,76,0,9,2418884575.940,74716623.651
