attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.041,"[-1.469, -0.613]",0.428,-4.049,0.000,5.804,ngd,77,244431151.358,0.161,-1.000,-0.041,0,0,fn
c,-6.218,"[-9.012, -3.423]",2.795,-3.707,0.000,5.804,ngd,77,244431151.358,0.161,-6.000,-0.218,0,0,fn
s,-3.347,"[-4.77, -1.925]",1.423,-3.920,0.000,5.804,ngd,77,244431151.358,0.161,-3.000,-0.347,0,0,fn
vot,0.167,,,,,5.804,ngd,77,244431151.358,0.161,0.167,0.001,0,0,fn
tt,-1.039,"[-1.453, -0.625]",0.414,-4.183,0.000,6.073,lm,77,220681020.945,0.153,-1.000,-0.039,0,0,fn
c,-5.388,"[-7.769, -3.008]",2.380,-3.771,0.000,6.073,lm,77,220681020.945,0.153,-6.000,0.612,0,0,fn
s,-2.862,"[-4.062, -1.661]",1.200,-3.972,0.000,6.073,lm,77,220681020.945,0.153,-3.000,0.138,0,0,fn
vot,0.193,,,,,6.073,lm,77,220681020.945,0.153,0.167,0.026,0,0,fn
tt,-1.039,"[-1.453, -0.625]",0.414,-4.183,0.000,11.906,ngd+lm,77,220681020.945,0.153,-1.000,-0.039,0,0,fn
c,-5.388,"[-7.769, -3.008]",2.380,-3.771,0.000,11.906,ngd+lm,77,220681020.945,0.153,-6.000,0.612,0,0,fn
s,-2.862,"[-4.062, -1.661]",1.200,-3.972,0.000,11.906,ngd+lm,77,220681020.945,0.153,-3.000,0.138,0,0,fn
vot,0.193,,,,,11.906,ngd+lm,77,220681020.945,0.153,0.167,0.026,0,0,fn
