attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.892,"[-1.539, -0.245]",0.647,-2.300,0.025,8.531,ngd,15,336506549.072,0.193,-1.000,0.108,0,0,fn
c,-6.278,"[-10.526, -2.031]",4.247,-2.465,0.016,8.531,ngd,15,336506549.072,0.193,-6.000,-0.278,0,0,fn
s,-3.761,"[-6.109, -1.413]",2.348,-2.672,0.009,8.531,ngd,15,336506549.072,0.193,-3.000,-0.761,0,0,fn
k0,-0.287,"[-1.262, 0.689]",0.975,-0.490,0.626,8.531,ngd,15,336506549.072,0.193,0.000,-0.287,0,0,fp
k1,-0.195,"[-1.119, 0.728]",0.923,-0.353,0.725,8.531,ngd,15,336506549.072,0.193,0.000,-0.195,0,0,fp
k2,0.827,"[-0.408, 2.062]",1.235,1.117,0.268,8.531,ngd,15,336506549.072,0.193,0.000,0.827,0,0,fp
k3,0.416,"[-0.534, 1.366]",0.950,0.731,0.467,8.531,ngd,15,336506549.072,0.193,0.000,0.416,0,0,fp
k4,-0.099,"[-0.871, 0.673]",0.772,-0.214,0.831,8.531,ngd,15,336506549.072,0.193,0.000,-0.099,0,0,fp
k5,-0.298,"[-1.346, 0.75]",1.048,-0.474,0.637,8.531,ngd,15,336506549.072,0.193,0.000,-0.298,0,0,fp
vot,0.142,,,,,8.531,ngd,15,336506549.072,0.193,0.167,-0.025,0,0,fn
tt,0.531,"[-0.658, 1.72]",1.189,0.745,0.459,8.869,lm,15,6009914394.395,0.814,-1.000,1.531,1,0,fn
c,-5.378,"[-16.025, 5.269]",10.647,-0.843,0.402,8.869,lm,15,6009914394.395,0.814,-6.000,0.622,1,0,fn
s,-4.560,"[-13.197, 4.077]",8.637,-0.881,0.382,8.869,lm,15,6009914394.395,0.814,-3.000,-1.560,1,0,fn
k0,-0.213,"[-2.664, 2.238]",2.451,-0.145,0.885,8.869,lm,15,6009914394.395,0.814,0.000,-0.213,0,0,fp
k1,0.484,"[-2.182, 3.15]",2.666,0.303,0.763,8.869,lm,15,6009914394.395,0.814,0.000,0.484,0,0,fp
k2,1.550,"[-3.176, 6.277]",4.727,0.547,0.586,8.869,lm,15,6009914394.395,0.814,0.000,1.550,0,0,fp
k3,1.375,"[-1.991, 4.741]",3.366,0.681,0.498,8.869,lm,15,6009914394.395,0.814,0.000,1.375,0,0,fp
k4,0.577,"[-2.713, 3.867]",3.290,0.293,0.771,8.869,lm,15,6009914394.395,0.814,0.000,0.577,0,0,fp
k5,-0.043,"[-3.84, 3.754]",3.797,-0.019,0.985,8.869,lm,15,6009914394.395,0.814,0.000,-0.043,0,0,fp
vot,-0.099,,,,,8.869,lm,15,6009914394.395,0.814,0.167,-0.265,0,0,fn
tt,-1.065,"[-1.422, -0.709]",0.357,-4.985,0.000,17.457,ngd+lm,15,167437569.160,0.136,-1.000,-0.065,0,0,fn
c,-6.338,"[-8.46, -4.215]",2.122,-4.980,0.000,17.457,ngd+lm,15,167437569.160,0.136,-6.000,-0.338,0,0,fn
s,-3.096,"[-4.119, -2.074]",1.022,-5.053,0.000,17.457,ngd+lm,15,167437569.160,0.136,-3.000,-0.096,0,0,fn
k0,0.524,"[-0.216, 1.263]",0.739,1.182,0.242,17.457,ngd+lm,15,167437569.160,0.136,0.000,0.524,0,0,fp
k1,-0.091,"[-0.717, 0.536]",0.626,-0.241,0.810,17.457,ngd+lm,15,167437569.160,0.136,0.000,-0.091,0,0,fp
k2,-0.043,"[-0.703, 0.617]",0.660,-0.109,0.914,17.457,ngd+lm,15,167437569.160,0.136,0.000,-0.043,0,0,fp
k3,-0.222,"[-0.791, 0.347]",0.569,-0.651,0.517,17.457,ngd+lm,15,167437569.160,0.136,0.000,-0.222,0,0,fp
k4,0.035,"[-0.526, 0.597]",0.562,0.104,0.917,17.457,ngd+lm,15,167437569.160,0.136,0.000,0.035,0,0,fp
k5,0.086,"[-0.638, 0.811]",0.724,0.198,0.843,17.457,ngd+lm,15,167437569.160,0.136,0.000,0.086,0,0,fp
vot,0.168,,,,,17.457,ngd+lm,15,167437569.160,0.136,0.167,0.001,0,0,fn
