stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.087,"[-1.922, -0.252]",0.835,-2.598,0.012
norefined,c,-6.656,"[-11.704, -1.608]",5.048,-2.632,0.011
norefined,s,-3.361,"[-5.953, -0.769]",2.592,-2.588,0.012
norefined,k0,-0.363,"[-1.826, 1.099]",1.463,-0.496,0.622
norefined,k1,-0.375,"[-1.411, 0.66]",1.035,-0.723,0.472
norefined,k2,0.137,"[-0.967, 1.241]",1.104,0.248,0.805
norefined,k3,0.027,"[-0.916, 0.971]",0.944,0.058,0.954
norefined,k4,-0.049,"[-1.039, 0.94]",0.990,-0.100,0.921
norefined,k5,0.115,"[-1.298, 1.528]",1.413,0.162,0.872
refined,tt,-1.198,"[-2.086, -0.309]",0.888,-2.691,0.009
refined,c,-6.343,"[-11.133, -1.553]",4.790,-2.643,0.010
refined,s,-3.117,"[-5.537, -0.696]",2.421,-2.569,0.012
refined,k0,0.132,"[-1.079, 1.343]",1.211,0.217,0.829
refined,k1,-0.102,"[-0.985, 0.782]",0.883,-0.229,0.819
refined,k2,-0.338,"[-1.312, 0.637]",0.975,-0.692,0.492
refined,k3,-0.338,"[-1.236, 0.559]",0.897,-0.752,0.454
refined,k4,-0.212,"[-1.165, 0.74]",0.952,-0.445,0.658
refined,k5,0.275,"[-1.17, 1.721]",1.445,0.380,0.705
