stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,39.346,2.023,0.000,76,0,9,2834559436.959,450982167.311
refined,83.929,2.023,0.000,76,0,9,2834559436.959,230939133.879
