stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.705,-4.085,-1.790,0.006,-0.148,-1.448,-0.768,-0.208,0.263,1427218848.169,-0.173
norefined,2,0.222,-4.106,-1.865,-0.057,-0.172,-1.479,-0.795,-0.213,0.197,809852902.863,-0.054
norefined,3,-0.271,-4.092,-1.892,-0.116,-0.191,-1.477,-0.816,-0.193,0.156,344828994.593,0.066
norefined,4,-0.764,-4.040,-1.925,-0.137,-0.194,-1.452,-0.812,-0.156,0.141,108789033.943,0.189
norefined,5,-1.043,-3.984,-2.185,-0.084,-0.147,-1.301,-0.556,-0.095,0.073,143115176.621,0.262
norefined,6,-0.555,-4.059,-2.249,-0.073,-0.138,-1.320,-0.563,-0.127,0.071,128749006.211,0.137
norefined,7,-1.041,-4.018,-2.237,-0.089,-0.096,-1.267,-0.502,-0.077,0.090,137757113.888,0.259
norefined,8,-0.552,-4.093,-2.297,-0.079,-0.088,-1.288,-0.512,-0.108,0.088,123784589.335,0.135
norefined,9,-1.040,-4.053,-2.281,-0.096,-0.048,-1.237,-0.456,-0.059,0.107,133358769.117,0.257
norefined,10,-0.551,-4.128,-2.338,-0.086,-0.041,-1.260,-0.466,-0.088,0.106,119606088.283,0.133
refined,11,-0.764,-4.040,-1.925,-0.137,-0.194,-1.452,-0.812,-0.156,0.141,108789033.943,0.189
refined,12,-0.831,-5.246,-2.811,-0.094,0.244,-0.787,-0.329,0.864,-0.170,32695865.346,0.158
refined,13,-0.930,-5.786,-3.054,-0.142,0.461,-0.708,-0.345,0.873,-0.275,29806643.743,0.161
refined,14,-0.937,-5.814,-3.075,-0.158,0.488,-0.765,-0.346,0.868,-0.286,29733930.790,0.161
refined,15,-0.945,-5.851,-3.099,-0.161,0.499,-0.790,-0.355,0.878,-0.293,29721825.614,0.161
refined,16,-0.948,-5.866,-3.111,-0.163,0.505,-0.805,-0.359,0.882,-0.294,29718850.435,0.162
refined,17,-0.950,-5.875,-3.118,-0.164,0.508,-0.813,-0.361,0.884,-0.295,29718085.283,0.162
refined,18,-0.951,-5.880,-3.121,-0.165,0.509,-0.817,-0.362,0.885,-0.296,29717885.497,0.162
refined,19,-0.952,-5.882,-3.123,-0.165,0.510,-0.819,-0.362,0.886,-0.296,29717832.976,0.162
refined,20,-0.952,-5.883,-3.124,-0.166,0.510,-0.820,-0.362,0.886,-0.296,29717819.120,0.162
