stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,48.369,2.023,0.000,0,9,2599101133.333,346669335.882,76
refined,182.365,2.023,0.000,0,9,2599101133.333,101938607.615,76
