stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.494,"[-0.992, 0.003]",0.497,-1.658,0.102
norefined,c,-4.734,"[-8.819, -0.649]",4.085,-1.933,0.057
norefined,s,-1.634,"[-3.547, 0.28]",1.914,-1.424,0.159
norefined,k0,-0.278,"[-2.455, 1.898]",2.177,-0.213,0.832
norefined,k1,-0.084,"[-1.538, 1.371]",1.455,-0.096,0.924
norefined,k2,0.067,"[-1.26, 1.394]",1.327,0.084,0.933
norefined,k3,-0.980,"[-2.652, 0.691]",1.671,-0.978,0.332
norefined,k4,-1.141,"[-2.975, 0.693]",1.834,-1.038,0.303
norefined,k5,0.144,"[-1.424, 1.712]",1.568,0.153,0.879
refined,tt,-0.618,"[-1.109, -0.126]",0.491,-2.097,0.040
refined,c,-4.490,"[-7.799, -1.181]",3.309,-2.263,0.027
refined,s,-1.866,"[-3.527, -0.205]",1.661,-1.873,0.065
refined,k0,-0.196,"[-1.855, 1.462]",1.659,-0.197,0.844
refined,k1,0.429,"[-0.766, 1.624]",1.195,0.598,0.552
refined,k2,0.379,"[-0.66, 1.419]",1.040,0.609,0.545
refined,k3,-0.190,"[-1.242, 0.862]",1.052,-0.301,0.764
refined,k4,-0.469,"[-1.702, 0.764]",1.233,-0.635,0.528
refined,k5,-0.724,"[-2.082, 0.635]",1.358,-0.889,0.377
