stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.032,"[-1.743, -0.321]",0.711,-2.421,0.018
norefined,c,-4.505,"[-7.704, -1.307]",3.198,-2.350,0.022
norefined,s,-1.902,"[-3.755, -0.049]",1.853,-1.712,0.092
norefined,k0,0.037,"[-1.352, 1.427]",1.390,0.045,0.964
norefined,k1,-0.386,"[-1.906, 1.134]",1.520,-0.423,0.673
norefined,k2,-0.360,"[-1.304, 0.583]",0.943,-0.637,0.526
norefined,k3,-1.139,"[-2.248, -0.03]",1.109,-1.713,0.091
norefined,k4,-1.300,"[-2.658, 0.058]",1.358,-1.597,0.115
norefined,k5,1.010,"[-0.11, 2.129]",1.119,1.505,0.137
refined,tt,-0.593,"[-0.944, -0.243]",0.351,-2.822,0.006
refined,c,-3.368,"[-5.287, -1.449]",1.919,-2.928,0.005
refined,s,-1.739,"[-2.974, -0.503]",1.236,-2.347,0.022
refined,k0,0.100,"[-0.956, 1.157]",1.057,0.158,0.875
refined,k1,-0.245,"[-1.124, 0.634]",0.879,-0.465,0.644
refined,k2,-0.092,"[-0.772, 0.588]",0.680,-0.227,0.821
refined,k3,-0.380,"[-1.075, 0.314]",0.694,-0.914,0.364
refined,k4,-0.507,"[-1.314, 0.3]",0.807,-1.047,0.299
refined,k5,0.216,"[-0.55, 0.981]",0.765,0.470,0.640
