stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.098,"[-1.984, -0.211]",0.886,-2.472,0.016
norefined,c,-7.261,"[-13.525, -0.998]",6.264,-2.314,0.024
norefined,s,-2.118,"[-3.742, -0.495]",1.623,-2.605,0.011
norefined,k0,-1.278,"[-2.943, 0.386]",1.665,-1.533,0.130
norefined,k1,-1.447,"[-3.097, 0.203]",1.650,-1.750,0.085
norefined,k2,-0.993,"[-2.647, 0.662]",1.655,-1.198,0.235
norefined,k3,0.974,"[-0.268, 2.217]",1.243,1.565,0.122
norefined,k4,0.407,"[-0.635, 1.449]",1.042,0.780,0.438
norefined,k5,1.826,"[-0.714, 4.366]",2.540,1.435,0.156
refined,tt,-0.771,"[-1.026, -0.516]",0.255,-6.034,0.000
refined,c,-5.110,"[-6.765, -3.455]",1.655,-6.165,0.000
refined,s,-2.289,"[-3.059, -1.518]",0.771,-5.929,0.000
refined,k0,0.023,"[-0.461, 0.506]",0.483,0.093,0.926
refined,k1,0.081,"[-0.319, 0.48]",0.400,0.404,0.688
refined,k2,0.074,"[-0.415, 0.564]",0.489,0.303,0.763
refined,k3,0.077,"[-0.273, 0.427]",0.350,0.437,0.663
refined,k4,-0.080,"[-0.529, 0.369]",0.449,-0.356,0.723
refined,k5,-0.176,"[-0.665, 0.314]",0.489,-0.716,0.476
