stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,33.801,2.023,0.000,76,0,9,3137503591.731,566296216.144
refined,161.606,2.023,0.000,76,0,9,3137503591.731,138165687.035
